object_type,domain,table_name,table_chinese_name,table_purpose,row_grain,field_position,field_name,field_chinese_name,data_type,nullable,default,stored_data,business_purpose,source_system,writer,foundation_tier,view_readiness_status,view_readiness_blockers,view_grain_key,key_and_constraints,foreign_key_activation,table_unique_constraints,table_exclusion_constraints,table_checks,time_semantics,history_version_semantics,sensitivity,example,misuse_warning,lifecycle,mutation_policy,minimum_grain_verdict,storage_class,derivability,why_stored_not_view
TABLE,app,app_role_permission,角色权限关系,按生效区间把原子权限组合进角色，并保留撤销历史。,角色 × 权限 × 生效区间一行,4,granted_by_user_id,配置账号,uuid,False,,执行权限配置的管理员账号。,作为稳定连接键，避免使用名称、手机号或外部编号跨模块关联。,管理员配置,身份管理服务,FUTURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,FK->app_user.user_id,WITH_TABLE,role_id + permission_id + valid_from,"NO_OVERLAP(role_id, permission_id, tstzrange(valid_from, LEAST(COALESCE(valid_to, 'infinity'), COALESCE(revoked_at, 'infinity')), '[)'))",valid_to IS NULL OR valid_to > valid_from | revoked_at IS NULL OR revoked_at > valid_from,NOT_APPLICABLE,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,08e54b06-a881-5820-a3a6-00ae36fa344d,,PLANNED_MODULE,CONTROLLED_UPDATE_UNTIL_TERMINAL,NOT_PHASE1_EXTENSION_ONLY,EXTENSION_PACK,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,按生效区间把原子权限组合进角色，并保留撤销历史。
TABLE,app,app_role_permission,角色权限关系,按生效区间把原子权限组合进角色，并保留撤销历史。,角色 × 权限 × 生效区间一行,5,valid_from,生效时间,timestamptz,False,now(),该角色权限开始生效的时间。,支持权限组合变更且不重写历史。,管理员配置,身份管理服务,FUTURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,"UQ(role_id,permission_id,valid_from)",WITH_TABLE,role_id + permission_id + valid_from,"NO_OVERLAP(role_id, permission_id, tstzrange(valid_from, LEAST(COALESCE(valid_to, 'infinity'), COALESCE(revoked_at, 'infinity')), '[)'))",valid_to IS NULL OR valid_to > valid_from | revoked_at IS NULL OR revoked_at > valid_from,Explicit timestamp/date field; interpretation is limited to field contract.,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,2026-08-09T09:00:00+08:00,,PLANNED_MODULE,CONTROLLED_UPDATE_UNTIL_TERMINAL,NOT_PHASE1_EXTENSION_ONLY,EXTENSION_PACK,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,按生效区间把原子权限组合进角色，并保留撤销历史。
TABLE,app,app_role_permission,角色权限关系,按生效区间把原子权限组合进角色，并保留撤销历史。,角色 × 权限 × 生效区间一行,6,valid_to,失效时间,timestamptz,True,,权限按计划停止生效的时间；长期有效为空。,限制临时权限。,管理员配置,身份管理服务,FUTURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,role_id + permission_id + valid_from,"NO_OVERLAP(role_id, permission_id, tstzrange(valid_from, LEAST(COALESCE(valid_to, 'infinity'), COALESCE(revoked_at, 'infinity')), '[)'))",valid_to IS NULL OR valid_to > valid_from | revoked_at IS NULL OR revoked_at > valid_from,Explicit timestamp/date field; interpretation is limited to field contract.,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,2026-09-01T00:00:00+08:00,,PLANNED_MODULE,CONTROLLED_UPDATE_UNTIL_TERMINAL,NOT_PHASE1_EXTENSION_ONLY,EXTENSION_PACK,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,按生效区间把原子权限组合进角色，并保留撤销历史。
TABLE,app,app_role_permission,角色权限关系,按生效区间把原子权限组合进角色，并保留撤销历史。,角色 × 权限 × 生效区间一行,7,revoked_at,撤销时间,timestamptz,True,,管理员提前撤销该角色权限的时间。,撤销而不删除授权历史。,管理员配置,身份管理服务,FUTURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,role_id + permission_id + valid_from,"NO_OVERLAP(role_id, permission_id, tstzrange(valid_from, LEAST(COALESCE(valid_to, 'infinity'), COALESCE(revoked_at, 'infinity')), '[)'))",valid_to IS NULL OR valid_to > valid_from | revoked_at IS NULL OR revoked_at > valid_from,Explicit timestamp/date field; interpretation is limited to field contract.,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,2026-08-10T12:00:00+08:00,,PLANNED_MODULE,CONTROLLED_UPDATE_UNTIL_TERMINAL,NOT_PHASE1_EXTENSION_ONLY,EXTENSION_PACK,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,按生效区间把原子权限组合进角色，并保留撤销历史。
TABLE,app,app_role_permission,角色权限关系,按生效区间把原子权限组合进角色，并保留撤销历史。,角色 × 权限 × 生效区间一行,8,created_at,创建时间,timestamptz,False,now(),该行首次写入数据库的绝对时间。,用于审计写入先后、排查延迟；不能代替业务发生时间。,管理员配置,身份管理服务,FUTURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,role_id + permission_id + valid_from,"NO_OVERLAP(role_id, permission_id, tstzrange(valid_from, LEAST(COALESCE(valid_to, 'infinity'), COALESCE(revoked_at, 'infinity')), '[)'))",valid_to IS NULL OR valid_to > valid_from | revoked_at IS NULL OR revoked_at > valid_from,Explicit timestamp/date field; interpretation is limited to field contract.,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,2026-08-09T10:30:00+08:00,,PLANNED_MODULE,CONTROLLED_UPDATE_UNTIL_TERMINAL,NOT_PHASE1_EXTENSION_ONLY,EXTENSION_PACK,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,按生效区间把原子权限组合进角色，并保留撤销历史。
TABLE,app,app_role_permission,角色权限关系,按生效区间把原子权限组合进角色，并保留撤销历史。,角色 × 权限 × 生效区间一行,9,updated_at,最后更新时间,timestamptz,False,now(),该行最后一次被允许修改的绝对时间。,用于增量同步和并发检查；事实发生时间仍应使用专门字段。,管理员配置,身份管理服务,FUTURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,role_id + permission_id + valid_from,"NO_OVERLAP(role_id, permission_id, tstzrange(valid_from, LEAST(COALESCE(valid_to, 'infinity'), COALESCE(revoked_at, 'infinity')), '[)'))",valid_to IS NULL OR valid_to > valid_from | revoked_at IS NULL OR revoked_at > valid_from,Explicit timestamp/date field; interpretation is limited to field contract.,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,2026-08-09T11:05:00+08:00,,PLANNED_MODULE,CONTROLLED_UPDATE_UNTIL_TERMINAL,NOT_PHASE1_EXTENSION_ONLY,EXTENSION_PACK,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,按生效区间把原子权限组合进角色，并保留撤销历史。
TABLE,app,app_schema_migration,迁移版本台账,按代码仓库分别记录已执行的迁移，消除多个项目共用单一数字版本造成的冲突。,代码仓库 × 迁移版本一行,1,migration_id,迁移记录ID,uuid,False,gen_random_uuid(),迁移台账内部稳定主键。,作为稳定连接键，避免使用名称、手机号或外部编号跨模块关联。,各项目迁移目录,受控迁移执行器,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PK,WITH_TABLE,repository_code + migration_version,,execution_ms IS NULL OR execution_ms >= 0,NOT_APPLICABLE,APPEND_ONLY,none,0b420e40-94f8-52d9-b68d-d70324833cc1,,CORE_MIGRATION,APPEND_ONLY,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,按代码仓库分别记录已执行的迁移，消除多个项目共用单一数字版本造成的冲突。
TABLE,app,app_schema_migration,迁移版本台账,按代码仓库分别记录已执行的迁移，消除多个项目共用单一数字版本造成的冲突。,代码仓库 × 迁移版本一行,2,repository_code,代码仓库代码,text,False,,产生这条迁移的代码仓库稳定代码。,与 migration_version 共同唯一，避免不同仓库版本号碰撞。,各项目迁移目录,受控迁移执行器,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,"UQ(repository_code,migration_version)",WITH_TABLE,repository_code + migration_version,,execution_ms IS NULL OR execution_ms >= 0,NOT_APPLICABLE,APPEND_ONLY,none,bakery_ops,,CORE_MIGRATION,APPEND_ONLY,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,按代码仓库分别记录已执行的迁移，消除多个项目共用单一数字版本造成的冲突。
TABLE,app,app_schema_migration,迁移版本台账,按代码仓库分别记录已执行的迁移，消除多个项目共用单一数字版本造成的冲突。,代码仓库 × 迁移版本一行,3,migration_version,迁移版本,text,False,,仓库内部不可重复的迁移版本。,按原仓库顺序判断遗漏和重复执行。,各项目迁移目录,受控迁移执行器,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,"UQ(repository_code,migration_version)",WITH_TABLE,repository_code + migration_version,,execution_ms IS NULL OR execution_ms >= 0,NOT_APPLICABLE,APPEND_ONLY,none,00109,,CORE_MIGRATION,APPEND_ONLY,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,按代码仓库分别记录已执行的迁移，消除多个项目共用单一数字版本造成的冲突。
TABLE,app,app_schema_migration,迁移版本台账,按代码仓库分别记录已执行的迁移，消除多个项目共用单一数字版本造成的冲突。,代码仓库 × 迁移版本一行,4,migration_name,迁移名称,text,True,,来源台账记录的人类可读迁移标题；来源没有时为空。,承接旧 schema_migrations.name，帮助人工审计，但不参与版本唯一性。,各项目迁移目录,受控迁移执行器,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,repository_code + migration_version,,execution_ms IS NULL OR execution_ms >= 0,NOT_APPLICABLE,APPEND_ONLY,none,add margin and holiday factor,,CORE_MIGRATION,APPEND_ONLY,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,按代码仓库分别记录已执行的迁移，消除多个项目共用单一数字版本造成的冲突。
TABLE,app,app_schema_migration,迁移版本台账,按代码仓库分别记录已执行的迁移，消除多个项目共用单一数字版本造成的冲突。,代码仓库 × 迁移版本一行,5,filename,迁移文件名,text,False,,实际执行的迁移文件名。,便于从数据库追溯到版本库文件。,各项目迁移目录,受控迁移执行器,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,repository_code + migration_version,,execution_ms IS NULL OR execution_ms >= 0,NOT_APPLICABLE,APPEND_ONLY,none,109_margin_and_holiday_factor.sql,,CORE_MIGRATION,APPEND_ONLY,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,按代码仓库分别记录已执行的迁移，消除多个项目共用单一数字版本造成的冲突。
TABLE,app,app_schema_migration,迁移版本台账,按代码仓库分别记录已执行的迁移，消除多个项目共用单一数字版本造成的冲突。,代码仓库 × 迁移版本一行,6,checksum_sha256,文件校验值,char(64),False,,迁移文件内容的 SHA-256。,阻止同一版本号对应不同 SQL 内容。,各项目迁移目录,受控迁移执行器,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,repository_code + migration_version,,execution_ms IS NULL OR execution_ms >= 0,NOT_APPLICABLE,APPEND_ONLY,none,d7a8...64位十六进制,,CORE_MIGRATION,APPEND_ONLY,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,按代码仓库分别记录已执行的迁移，消除多个项目共用单一数字版本造成的冲突。
TABLE,app,app_schema_migration,迁移版本台账,按代码仓库分别记录已执行的迁移，消除多个项目共用单一数字版本造成的冲突。,代码仓库 × 迁移版本一行,7,applied_at,执行时间,timestamptz,False,now(),迁移成功提交的时间。,用于排序、审计和避开生产抓取窗口。,各项目迁移目录,受控迁移执行器,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,repository_code + migration_version,,execution_ms IS NULL OR execution_ms >= 0,Explicit timestamp/date field; interpretation is limited to field contract.,APPEND_ONLY,none,2026-08-09T02:15:00+08:00,,CORE_MIGRATION,APPEND_ONLY,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,按代码仓库分别记录已执行的迁移，消除多个项目共用单一数字版本造成的冲突。
TABLE,app,app_schema_migration,迁移版本台账,按代码仓库分别记录已执行的迁移，消除多个项目共用单一数字版本造成的冲突。,代码仓库 × 迁移版本一行,8,applied_by,执行主体,text,False,,执行迁移的人或自动化身份。,明确谁完成了生产变更。,各项目迁移目录,受控迁移执行器,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,repository_code + migration_version,,execution_ms IS NULL OR execution_ms >= 0,NOT_APPLICABLE,APPEND_ONLY,none,human:weiliang,,CORE_MIGRATION,APPEND_ONLY,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,按代码仓库分别记录已执行的迁移，消除多个项目共用单一数字版本造成的冲突。
TABLE,app,app_schema_migration,迁移版本台账,按代码仓库分别记录已执行的迁移，消除多个项目共用单一数字版本造成的冲突。,代码仓库 × 迁移版本一行,9,execution_ms,执行耗时毫秒,integer,True,,迁移事务的实际耗时。,识别慢 DDL 和锁风险。,各项目迁移目录,受控迁移执行器,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,repository_code + migration_version,,execution_ms IS NULL OR execution_ms >= 0,NOT_APPLICABLE,APPEND_ONLY,none,842,,CORE_MIGRATION,APPEND_ONLY,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,按代码仓库分别记录已执行的迁移，消除多个项目共用单一数字版本造成的冲突。
TABLE,app,app_session,登录会话,保存经过哈希的登录会话及其过期和撤销状态。,一个登录会话一行,1,session_id,会话ID,uuid,False,gen_random_uuid(),会话稳定主键；客户端令牌使用另一随机值。,作为稳定连接键，避免使用名称、手机号或外部编号跨模块关联。,成功认证,身份管理服务,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PK,WITH_TABLE,token_hash,,expires_at > issued_at,NOT_APPLICABLE,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,4cfb5a49-e2e6-5ad7-b79b-03d1d80a73c6,,CORE_MIGRATION,CONTROLLED_UPDATE_UNTIL_TERMINAL,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,保存经过哈希的登录会话及其过期和撤销状态。
TABLE,app,app_session,登录会话,保存经过哈希的登录会话及其过期和撤销状态。,一个登录会话一行,2,user_id,账号ID,uuid,False,,会话所属账号。,作为稳定连接键，避免使用名称、手机号或外部编号跨模块关联。,成功认证,身份管理服务,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,FK->app_user.user_id,WITH_TABLE,token_hash,,expires_at > issued_at,NOT_APPLICABLE,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,869c8106-7e07-5851-a6ff-d68b3a2030c3,,CORE_MIGRATION,CONTROLLED_UPDATE_UNTIL_TERMINAL,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,保存经过哈希的登录会话及其过期和撤销状态。
TABLE,app,app_session,登录会话,保存经过哈希的登录会话及其过期和撤销状态。,一个登录会话一行,3,token_hash,会话令牌哈希,char(64),False,,客户端会话令牌的 SHA-256，数据库不保存原令牌。,验证会话同时降低数据库泄漏后直接冒用风险。,成功认证,身份管理服务,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,UQ(token_hash),WITH_TABLE,token_hash,,expires_at > issued_at,NOT_APPLICABLE,CONTROLLED_UPDATE_UNTIL_TERMINAL,secret,0f4c...64位十六进制,,CORE_MIGRATION,CONTROLLED_UPDATE_UNTIL_TERMINAL,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,保存经过哈希的登录会话及其过期和撤销状态。
TABLE,app,app_session,登录会话,保存经过哈希的登录会话及其过期和撤销状态。,一个登录会话一行,4,issued_at,签发时间,timestamptz,False,now(),会话创建时间。,计算生命周期。,成功认证,身份管理服务,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,token_hash,,expires_at > issued_at,Explicit timestamp/date field; interpretation is limited to field contract.,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,2026-08-09T09:00:00+08:00,,CORE_MIGRATION,CONTROLLED_UPDATE_UNTIL_TERMINAL,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,保存经过哈希的登录会话及其过期和撤销状态。
TABLE,app,app_session,登录会话,保存经过哈希的登录会话及其过期和撤销状态。,一个登录会话一行,5,expires_at,过期时间,timestamptz,False,,会话自动失效时间。,每次鉴权必须检查。,成功认证,身份管理服务,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,token_hash,,expires_at > issued_at,Explicit timestamp/date field; interpretation is limited to field contract.,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,2026-08-09T21:00:00+08:00,,CORE_MIGRATION,CONTROLLED_UPDATE_UNTIL_TERMINAL,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,保存经过哈希的登录会话及其过期和撤销状态。
TABLE,app,app_session,登录会话,保存经过哈希的登录会话及其过期和撤销状态。,一个登录会话一行,6,revoked_at,撤销时间,timestamptz,True,,登出或管理员撤销会话的时间。,保留审计而不立即删除。,成功认证,身份管理服务,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,token_hash,,expires_at > issued_at,Explicit timestamp/date field; interpretation is limited to field contract.,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,2026-08-09T12:00:00+08:00,,CORE_MIGRATION,CONTROLLED_UPDATE_UNTIL_TERMINAL,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,保存经过哈希的登录会话及其过期和撤销状态。
TABLE,app,app_session,登录会话,保存经过哈希的登录会话及其过期和撤销状态。,一个登录会话一行,7,ip_address,签发IP,inet,True,,签发会话时的请求 IP。,用于异常会话分析，访问受限。,成功认证,身份管理服务,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,token_hash,,expires_at > issued_at,NOT_APPLICABLE,CONTROLLED_UPDATE_UNTIL_TERMINAL,restricted,203.0.113.10,,CORE_MIGRATION,CONTROLLED_UPDATE_UNTIL_TERMINAL,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,保存经过哈希的登录会话及其过期和撤销状态。
TABLE,app,app_session,登录会话,保存经过哈希的登录会话及其过期和撤销状态。,一个登录会话一行,8,user_agent,客户端标识,text,True,,签发会话时的客户端摘要。,辅助识别被盗会话。,成功认证,身份管理服务,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,token_hash,,expires_at > issued_at,NOT_APPLICABLE,CONTROLLED_UPDATE_UNTIL_TERMINAL,internal,Safari/macOS,,CORE_MIGRATION,CONTROLLED_UPDATE_UNTIL_TERMINAL,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,保存经过哈希的登录会话及其过期和撤销状态。
TABLE,app,app_source_system,来源系统注册表,登记 RES、Lark、财务模板、人工后台等数据来源及其责任边界。,每个可区分的数据来源系统一行,1,source_system_id,来源系统ID,uuid,False,gen_random_uuid(),来源系统稳定身份。,作为稳定连接键，避免使用名称、手机号或外部编号跨模块关联。,人工配置,平台管理员,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PK,WITH_TABLE,source_code,,"source_system_id <> '00000000-0000-0000-0000-000000000000' | source_type: source_type IN ('API','FILE','MANUAL','DATABASE','GENERATED') | status: status IN ('ACTIVE','PAUSED','RETIRED')",NOT_APPLICABLE,CONTROLLED_UPDATE,none,7996d63a-5925-5972-9ea2-b51d0882c497,,CORE_MIGRATION,CONTROLLED_UPDATE,PASS_MINIMUM_PHYSICAL_FOUNDATION,CORE_MASTER_IDENTITY,NO,登记 RES、Lark、财务模板、人工后台等数据来源及其责任边界。
TABLE,app,app_source_system,来源系统注册表,登记 RES、Lark、财务模板、人工后台等数据来源及其责任边界。,每个可区分的数据来源系统一行,2,source_code,来源代码,text,False,,程序和数据字典使用的不可变代码。,作为来源身份、批次和审计表的统一连接键。,人工配置,平台管理员,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,UQ(source_code),WITH_TABLE,source_code,,"source_system_id <> '00000000-0000-0000-0000-000000000000' | source_type: source_type IN ('API','FILE','MANUAL','DATABASE','GENERATED') | status: status IN ('ACTIVE','PAUSED','RETIRED')",NOT_APPLICABLE,CONTROLLED_UPDATE,none,res_pos,,CORE_MIGRATION,CONTROLLED_UPDATE,PASS_MINIMUM_PHYSICAL_FOUNDATION,CORE_MASTER_IDENTITY,NO,登记 RES、Lark、财务模板、人工后台等数据来源及其责任边界。
TABLE,app,app_source_system,来源系统注册表,登记 RES、Lark、财务模板、人工后台等数据来源及其责任边界。,每个可区分的数据来源系统一行,3,source_name,来源名称,text,False,,给人阅读的来源系统名称。,用于界面和审计展示，不参与业务连接。,人工配置,平台管理员,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,source_code,,"source_system_id <> '00000000-0000-0000-0000-000000000000' | source_type: source_type IN ('API','FILE','MANUAL','DATABASE','GENERATED') | status: status IN ('ACTIVE','PAUSED','RETIRED')",NOT_APPLICABLE,CONTROLLED_UPDATE,none,Restosuite POS,,CORE_MIGRATION,CONTROLLED_UPDATE,PASS_MINIMUM_PHYSICAL_FOUNDATION,CORE_MASTER_IDENTITY,NO,登记 RES、Lark、财务模板、人工后台等数据来源及其责任边界。
TABLE,app,app_source_system,来源系统注册表,登记 RES、Lark、财务模板、人工后台等数据来源及其责任边界。,每个可区分的数据来源系统一行,4,source_type,来源类型,text,False,,来源属于 API、FILE、MANUAL、DATABASE 或 GENERATED。,决定抓取、校验和重跑策略。,人工配置,平台管理员,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,"source_type IN ('API','FILE','MANUAL','DATABASE','GENERATED')",WITH_TABLE,source_code,,"source_system_id <> '00000000-0000-0000-0000-000000000000' | source_type: source_type IN ('API','FILE','MANUAL','DATABASE','GENERATED') | status: status IN ('ACTIVE','PAUSED','RETIRED')",NOT_APPLICABLE,CONTROLLED_UPDATE,none,API,,CORE_MIGRATION,CONTROLLED_UPDATE,PASS_MINIMUM_PHYSICAL_FOUNDATION,CORE_MASTER_IDENTITY,NO,登记 RES、Lark、财务模板、人工后台等数据来源及其责任边界。
TABLE,app,app_source_system,来源系统注册表,登记 RES、Lark、财务模板、人工后台等数据来源及其责任边界。,每个可区分的数据来源系统一行,5,owner_project,责任项目,text,False,,负责读取该来源并写入规范表的唯一项目。,阻止多个项目争抢同一来源写入权。,人工配置,平台管理员,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,source_code,,"source_system_id <> '00000000-0000-0000-0000-000000000000' | source_type: source_type IN ('API','FILE','MANUAL','DATABASE','GENERATED') | status: status IN ('ACTIVE','PAUSED','RETIRED')",NOT_APPLICABLE,CONTROLLED_UPDATE,none,res_api,,CORE_MIGRATION,CONTROLLED_UPDATE,PASS_MINIMUM_PHYSICAL_FOUNDATION,CORE_MASTER_IDENTITY,NO,登记 RES、Lark、财务模板、人工后台等数据来源及其责任边界。
TABLE,app,app_source_system,来源系统注册表,登记 RES、Lark、财务模板、人工后台等数据来源及其责任边界。,每个可区分的数据来源系统一行,6,authoritative_scope,权威范围,text,False,,该来源在哪些事实上具备权威性。,防止把财务月表、POS 日表或人工确认互相冒充。,人工配置,平台管理员,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,source_code,,"source_system_id <> '00000000-0000-0000-0000-000000000000' | source_type: source_type IN ('API','FILE','MANUAL','DATABASE','GENERATED') | status: status IN ('ACTIVE','PAUSED','RETIRED')",NOT_APPLICABLE,CONTROLLED_UPDATE,none,POS销售与会员事实,,CORE_MIGRATION,CONTROLLED_UPDATE,PASS_MINIMUM_PHYSICAL_FOUNDATION,CORE_MASTER_IDENTITY,NO,登记 RES、Lark、财务模板、人工后台等数据来源及其责任边界。
TABLE,app,app_source_system,来源系统注册表,登记 RES、Lark、财务模板、人工后台等数据来源及其责任边界。,每个可区分的数据来源系统一行,7,status,状态,text,False,'ACTIVE',来源是否 ACTIVE、PAUSED 或 RETIRED。,控制调度和告警，但不删除历史。,人工配置,平台管理员,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,"status IN ('ACTIVE','PAUSED','RETIRED')",WITH_TABLE,source_code,,"source_system_id <> '00000000-0000-0000-0000-000000000000' | source_type: source_type IN ('API','FILE','MANUAL','DATABASE','GENERATED') | status: status IN ('ACTIVE','PAUSED','RETIRED')",NOT_APPLICABLE,CONTROLLED_UPDATE,none,ACTIVE,,CORE_MIGRATION,CONTROLLED_UPDATE,PASS_MINIMUM_PHYSICAL_FOUNDATION,CORE_MASTER_IDENTITY,NO,登记 RES、Lark、财务模板、人工后台等数据来源及其责任边界。
TABLE,app,app_source_system,来源系统注册表,登记 RES、Lark、财务模板、人工后台等数据来源及其责任边界。,每个可区分的数据来源系统一行,8,created_at,创建时间,timestamptz,False,now(),该行首次写入数据库的绝对时间。,用于审计写入先后、排查延迟；不能代替业务发生时间。,人工配置,平台管理员,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,source_code,,"source_system_id <> '00000000-0000-0000-0000-000000000000' | source_type: source_type IN ('API','FILE','MANUAL','DATABASE','GENERATED') | status: status IN ('ACTIVE','PAUSED','RETIRED')",Explicit timestamp/date field; interpretation is limited to field contract.,CONTROLLED_UPDATE,none,2026-08-09T10:30:00+08:00,,CORE_MIGRATION,CONTROLLED_UPDATE,PASS_MINIMUM_PHYSICAL_FOUNDATION,CORE_MASTER_IDENTITY,NO,登记 RES、Lark、财务模板、人工后台等数据来源及其责任边界。
