object_type,object_name,ordinal_position,column_name,data_type,nullable,default,identity_kind,generated_kind,meaning,meaning_evidence_status,constraints,misuse_warning
table,cost_card_recipe_item,8,seq,integer,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,"check: CHECK (seq > 0) | unique: UNIQUE (recipe_id, seq)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,cost_card_recipe_item,9,notes,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_breakdown,1,date,date,False,—,,,当前表使用的日期字段；是否为营业日及其时区需按写入代码确认。,合理推测：通用命名；需代码确认,"primary_key: PRIMARY KEY (date, dim_type, dim_value)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_breakdown,2,dim_type,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,"check: CHECK (dim_type = ANY (ARRAY['payment'::text, 'dining'::text])) | primary_key: PRIMARY KEY (date, dim_type, dim_value)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_breakdown,3,dim_value,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,"primary_key: PRIMARY KEY (date, dim_type, dim_value)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_breakdown,4,bill_count,integer,True,—,,,账单数；仅 dining 维度有意义，payment 维度恒为 NULL（一张账单可多种支付，拆不出）。,已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_breakdown,5,net_sales,numeric,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_breakdown,6,ratio,numeric,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_push_log,1,id,integer,False,nextval('daily_push_log_id_seq'::regclass),,,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,primary_key: PRIMARY KEY (id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_push_log,2,kind,character varying(40),False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,"unique: UNIQUE (kind, recipient, date)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_push_log,3,recipient,character varying(64),False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,"unique: UNIQUE (kind, recipient, date)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_push_log,4,date,character varying(10),False,—,,,当前表使用的日期字段；是否为营业日及其时区需按写入代码确认。,合理推测：通用命名；需代码确认,"unique: UNIQUE (kind, recipient, date)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_push_log,5,sent_at,timestamp with time zone,True,now(),,,字段名显示它可能存放 sent 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_revenue,1,date,character varying(10),False,—,,,当前表使用的日期字段；是否为营业日及其时区需按写入代码确认。,合理推测：通用命名；需代码确认,"unique: UNIQUE (date) | unique: UNIQUE (date, store)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_revenue,2,revenue,double precision,False,0,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_revenue,3,transaction_count,integer,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_revenue,4,avg_transaction_value,double precision,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_revenue,5,gross_sales,double precision,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_revenue,6,total_discount,double precision,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_revenue,7,discount_rate,double precision,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_revenue,8,member_sales_ratio,double precision,True,—,,,【兼容列，勿用于新分析】会员卡余额核销净额占当日总收款的比例，不含充值、不分门店。权威口径见 pos_member_daily.card_payment_ratio。本列保留仅为不打断 bakery-ops / 财务站的现有读取，并作为两条采集路径的一致性哨兵。,已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_revenue,9,store,text,False,'吉隆坡Pavilion门店'::text,,,门店名，取值与 pos_member.store / finance_*.store 一致（经 ops_store.pos_store_name 与 store_code 对应）。102 回填，此前 238 行全为 NULL。,已确认：生产库字段注释,"unique: UNIQUE (date, store)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_revenue,10,import_source,text,True,—,,,"Nullable writer ownership marker; finance-template rows use finance_template, legacy POS/crawler rows remain NULL.",已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_review,1,id,integer,False,nextval('daily_review_id_seq'::regclass),,,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,primary_key: PRIMARY KEY (id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_review,2,date,character varying(10),False,—,,,当前表使用的日期字段；是否为营业日及其时区需按写入代码确认。,合理推测：通用命名；需代码确认,unique: UNIQUE (date),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_review,3,review_json,jsonb,True,—,,,AI 复盘结论；NULL 表示这天只有店长手记。,已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_review,4,suggestions_json,jsonb,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_review,5,adopted,boolean,True,false,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_review,6,created_at,timestamp with time zone,True,now(),,,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_review,7,manager_text,text,True,—,,,店长手写复盘原文（← manager_review.content）。,已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_review,8,manager_insight,text,True,—,,,店长手记提炼（← manager_review.insight）。,已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_review,9,updated_at,timestamp with time zone,True,—,,,该行最后一次更新数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_review,10,manager_revenue,"numeric(12,2)",True,—,,,店长在复盘页手填的当日营业额。与 daily_revenue.revenue（POS 实测）是两个口径，并排存放互相对照，不再互相覆盖 —— 104 之前 bakery-ops 会用它无条件盖掉 POS 值。,已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_review,11,manager_transaction_count,integer,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_review,12,manager_avg_transaction,"numeric(10,2)",True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,daily_review,13,manager_revenue_at,timestamp with time zone,True,—,,,手填时刻。为空表示店长当天没填，不代表填了 0。,已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employee_events,1,id,uuid,False,gen_random_uuid(),,,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,foreign_key: FOREIGN KEY (employee_id) REFERENCES employees(id) ON DELETE CASCADE | primary_key: PRIMARY KEY (id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employee_events,2,employee_id,uuid,False,—,,,当前员工标识；需核对 employees、staff 或外部人事来源。,合理推测：通用命名；需代码确认,foreign_key: FOREIGN KEY (employee_id) REFERENCES employees(id) ON DELETE CASCADE,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employee_events,3,event_type,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employee_events,4,summary,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employee_events,5,raw_message,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employee_events,6,reported_by,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employee_events,7,data,jsonb,False,'{}'::jsonb,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employee_events,8,created_at,timestamp with time zone,False,now(),,,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,1,id,uuid,False,gen_random_uuid(),,,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,primary_key: PRIMARY KEY (id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,2,name,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,3,phone,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,4,email,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,5,source,text,False,'manual'::text,,,来源标签；当前是否有受控字典和强约束需逐表确认。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,6,source_url,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,7,candidate_id,text,True,—,,,字段名显示它可能存放 candidate 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,8,job_title,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,9,department,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,10,store_id,text,True,'pavilion'::text,,,当前表声明的门店标识；需确认它引用哪套门店主数据。,合理推测：通用命名；需代码确认,foreign_key: FOREIGN KEY (store_id) REFERENCES ops_store(store_code),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,11,status,text,False,'candidate'::text,,,该行业务状态；合法状态集合以当前 CHECK 或写入代码为准。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,12,applied_at,timestamp with time zone,True,—,,,字段名显示它可能存放 applied 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,13,interviewed_at,timestamp with time zone,True,—,,,字段名显示它可能存放 interviewed 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,14,hired_at,timestamp with time zone,True,—,,,字段名显示它可能存放 hired 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,15,resigned_at,timestamp with time zone,True,—,,,字段名显示它可能存放 resigned 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,16,skills,text[],False,'{}'::text[],,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,17,languages,text[],False,'{}'::text[],,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,18,education,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,19,experience_summary,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,20,location,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,21,resume_file_id,text,True,—,,,字段名显示它可能存放 resume_file 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,22,resume_text,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,23,metadata,jsonb,False,'{}'::jsonb,,,半结构化补充数据；字段级含义需由写入方 schema 说明。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,24,created_at,timestamp with time zone,False,now(),,,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,employees,25,updated_at,timestamp with time zone,False,now(),,,该行最后一次更新数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_hbti_response,1,store,text,False,—,,,当前库使用的门店文本/代码；现有表之间没有统一稳定身份保证。,合理推测：通用命名；需代码确认,"primary_key: PRIMARY KEY (store, member_id, campaign_version, attempt_id)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_hbti_response,2,member_id,text,False,—,,,POS 来源会员标识；需与门店/来源命名空间一起解释。,合理推测：通用命名；需代码确认,"primary_key: PRIMARY KEY (store, member_id, campaign_version, attempt_id)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_hbti_response,3,campaign_version,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,"primary_key: PRIMARY KEY (store, member_id, campaign_version, attempt_id)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_hbti_response,4,answered_at,timestamp with time zone,False,clock_timestamp(),,,用 clock_timestamp() 不用 now()：后者在一个事务里是常量，批量/重试路径会撞。,已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_hbti_response,5,attempt_id,text,False,—,,,与 pos_member.hbti_attempt_id 同源，用于把答案与那一次发券尝试对上。也是主键的一部分。,已确认：生产库字段注释,"primary_key: PRIMARY KEY (store, member_id, campaign_version, attempt_id)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_hbti_response,6,answers,jsonb,False,—,,,13 题原始作答。q1-q12 计分、q13 打包偏好。CHECK 保证 13 键齐全。,已确认：生产库字段注释,"check: CHECK (jsonb_typeof(answers) = 'object'::text AND answers ?& ARRAY['q1'::text, 'q2'::text, 'q3'::text, 'q4'::text, 'q5'::text, 'q6'::text, 'q7'::text, 'q8'::text, 'q9'::text, 'q10'::text, 'q11'::text, 'q12'::text, 'q13'::text])",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_hbti_response,7,hbti_code,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_hbti_response,8,visit_time,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_hbti_response,9,category,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_hbti_response,10,color,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_hbti_response,11,gender,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_hbti_response,12,age,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_shift,1,work_date,date,False,—,,,字段名显示它可能存放 work_date 对应的自然日；时区和业务口径待确认。,合理推测,"primary_key: PRIMARY KEY (work_date, store_id, staff_name)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_shift,2,store_id,text,False,—,,,当前表声明的门店标识；需确认它引用哪套门店主数据。,合理推测：通用命名；需代码确认,"foreign_key: FOREIGN KEY (store_id) REFERENCES ops_store(store_code) ON UPDATE CASCADE ON DELETE RESTRICT | primary_key: PRIMARY KEY (work_date, store_id, staff_name)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_shift,3,area,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,"check: CHECK (area = ANY (ARRAY['后厨'::text, '前场'::text]))",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_shift,4,staff_name,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,"primary_key: PRIMARY KEY (work_date, store_id, staff_name)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_shift,5,post,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,check: CHECK (post = 'OFF'::text AND duration_h IS NULL AND on_time IS NULL AND off_time IS NULL OR post <> 'OFF'::text AND duration_h IS NOT NULL AND duration_h > 0::numeric),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_shift,6,station,text,True,—,,,"岗位原文，可能是斜杠组合。主岗 = split_part(station,'/',1)。",已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_shift,7,on_time,time without time zone,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,check: CHECK (post = 'OFF'::text AND duration_h IS NULL AND on_time IS NULL AND off_time IS NULL OR post <> 'OFF'::text AND duration_h IS NOT NULL AND duration_h > 0::numeric),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_shift,8,off_time,time without time zone,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,check: CHECK (post = 'OFF'::text AND duration_h IS NULL AND on_time IS NULL AND off_time IS NULL OR post <> 'OFF'::text AND duration_h IS NOT NULL AND duration_h > 0::numeric),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_shift,9,duration_h,"numeric(4,2)",True,—,,,门店手填的工时。后厨与前场的餐休口径不同（后厨 >9h 扣 2、前场一律扣 1），故不由 on/off 派生。,已确认：生产库字段注释,check: CHECK (duration_h IS NULL OR duration_h <= 16::numeric) | check: CHECK (post = 'OFF'::text AND duration_h IS NULL AND on_time IS NULL AND off_time IS NULL OR post <> 'OFF'::text AND duration_h IS NOT NULL AND duration_h > 0::numeric),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_shift,10,notes,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_shift,11,source_file,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,fact_shift,12,imported_at,timestamp with time zone,False,now(),,,字段名显示它可能存放 imported 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,finance_cashflow,1,month,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,"primary_key: PRIMARY KEY (month, store, item)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,finance_cashflow,2,store,text,False,—,,,当前库使用的门店文本/代码；现有表之间没有统一稳定身份保证。,合理推测：通用命名；需代码确认,"primary_key: PRIMARY KEY (month, store, item)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,finance_cashflow,3,item,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,"primary_key: PRIMARY KEY (month, store, item)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,finance_cashflow,4,amount,numeric,False,0,,,金额；币种、含税口径和正负号语义需按表确认。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,finance_expense,1,id,integer,False,nextval('finance_expense_id_seq'::regclass),,,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,primary_key: PRIMARY KEY (id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,finance_expense,2,month,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,finance_expense,3,store,text,False,—,,,当前库使用的门店文本/代码；现有表之间没有统一稳定身份保证。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,finance_expense,4,major,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,finance_expense,5,sub,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,finance_expense,6,source,text,True,''::text,,,来源标签；当前是否有受控字典和强约束需逐表确认。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,finance_expense,7,amount,numeric,False,—,,,金额；币种、含税口径和正负号语义需按表确认。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,finance_expense_raw,1,id,integer,False,nextval('finance_expense_raw_id_seq'::regclass),,,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,primary_key: PRIMARY KEY (id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,finance_expense_raw,2,month,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,finance_expense_raw,3,store,text,False,—,,,当前库使用的门店文本/代码；现有表之间没有统一稳定身份保证。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,finance_expense_raw,4,category,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,finance_expense_raw,5,sub,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,finance_expense_raw,6,channel,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,finance_expense_raw,7,amount,numeric,True,—,,,金额；币种、含税口径和正负号语义需按表确认。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,finance_item_sales,1,id,integer,False,nextval('finance_item_sales_id_seq'::regclass),,,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,primary_key: PRIMARY KEY (id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
