current_object_type,current_object,ordinal_position,current_field,current_data_type,current_nullable,current_meaning,meaning_evidence_status,field_disposition,target_field_or_disposition,mapping_basis,field_migration_rule,object_migration_rule,compatibility_rule,risk,implementation_status
table,cost_card_item_price,5,currency,character varying(3),False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_SOURCE_CURRENCY,scm_supplier_price_observation.currency,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_SOURCE_CURRENCY 处理，唯一允许的目标或处置为 scm_supplier_price_observation.currency；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,逐字段保留旧价格ID、原料、供应商、原始金额、币种、计价数量、计价单位、生效区间、来源、创建人和核验信息。先映射material_id、supplier_item_id、受控单位与换算证据；只有具备供应商商品证据的行才创建supplier_price_observation，无供应商行只形成price_source=MIGRATED_MANUAL的启动采用价。normalized_price_myr/normalized_unit不复制为事实，只用于重算核对；单位或汇率不明时不得进入正式成本。未来实际收货价追加新观察和新采用价区间，不覆盖启动价。,成本API先读确定性当前价视图并影子核对；显示MIGRATED_MANUAL/ESTIMATED质量，实际收货价批准后创建新区间。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_item_price,6,price_unit,text,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_AND_RESOLVE_UNIT,scm_supplier_price_observation.raw_price_unit_text | scm_supplier_price_observation.raw_price_unit_id | scm_supplier_price_observation.material_unit_conversion_id,MANUAL_EXPLICIT_FIELD,原文本逐值进入 raw_price_unit_text；只有受控单位和物料专属换算唯一时才填 raw_price_unit_id/material_unit_conversion_id，否则标 UNIT_ERROR。,逐字段保留旧价格ID、原料、供应商、原始金额、币种、计价数量、计价单位、生效区间、来源、创建人和核验信息。先映射material_id、supplier_item_id、受控单位与换算证据；只有具备供应商商品证据的行才创建supplier_price_observation，无供应商行只形成price_source=MIGRATED_MANUAL的启动采用价。normalized_price_myr/normalized_unit不复制为事实，只用于重算核对；单位或汇率不明时不得进入正式成本。未来实际收货价追加新观察和新采用价区间，不覆盖启动价。,成本API先读确定性当前价视图并影子核对；显示MIGRATED_MANUAL/ESTIMATED质量，实际收货价批准后创建新区间。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_item_price,7,effective_from,date,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_EFFECTIVE_BOUNDARY,cost_card_material_price.effective_from | scm_supplier_price_observation.observed_at,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_EFFECTIVE_BOUNDARY 处理，唯一允许的目标或处置为 cost_card_material_price.effective_from | scm_supplier_price_observation.observed_at；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,逐字段保留旧价格ID、原料、供应商、原始金额、币种、计价数量、计价单位、生效区间、来源、创建人和核验信息。先映射material_id、supplier_item_id、受控单位与换算证据；只有具备供应商商品证据的行才创建supplier_price_observation，无供应商行只形成price_source=MIGRATED_MANUAL的启动采用价。normalized_price_myr/normalized_unit不复制为事实，只用于重算核对；单位或汇率不明时不得进入正式成本。未来实际收货价追加新观察和新采用价区间，不覆盖启动价。,成本API先读确定性当前价视图并影子核对；显示MIGRATED_MANUAL/ESTIMATED质量，实际收货价批准后创建新区间。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_item_price,8,effective_to,date,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_EFFECTIVE_BOUNDARY,cost_card_material_price.effective_to,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_EFFECTIVE_BOUNDARY 处理，唯一允许的目标或处置为 cost_card_material_price.effective_to；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,逐字段保留旧价格ID、原料、供应商、原始金额、币种、计价数量、计价单位、生效区间、来源、创建人和核验信息。先映射material_id、supplier_item_id、受控单位与换算证据；只有具备供应商商品证据的行才创建supplier_price_observation，无供应商行只形成price_source=MIGRATED_MANUAL的启动采用价。normalized_price_myr/normalized_unit不复制为事实，只用于重算核对；单位或汇率不明时不得进入正式成本。未来实际收货价追加新观察和新采用价区间，不覆盖启动价。,成本API先读确定性当前价视图并影子核对；显示MIGRATED_MANUAL/ESTIMATED质量，实际收货价批准后创建新区间。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_item_price,9,source,text,False,来源标签；当前是否有受控字典和强约束需逐表确认。,合理推测：通用命名；需代码确认,NORMALIZE_SOURCE_PROVENANCE,scm_supplier_price_observation.source_system_id | scm_supplier_price_observation.observation_type | cost_card_material_price.price_source,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 NORMALIZE_SOURCE_PROVENANCE 处理，唯一允许的目标或处置为 scm_supplier_price_observation.source_system_id | scm_supplier_price_observation.observation_type | cost_card_material_price.price_source；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,逐字段保留旧价格ID、原料、供应商、原始金额、币种、计价数量、计价单位、生效区间、来源、创建人和核验信息。先映射material_id、supplier_item_id、受控单位与换算证据；只有具备供应商商品证据的行才创建supplier_price_observation，无供应商行只形成price_source=MIGRATED_MANUAL的启动采用价。normalized_price_myr/normalized_unit不复制为事实，只用于重算核对；单位或汇率不明时不得进入正式成本。未来实际收货价追加新观察和新采用价区间，不覆盖启动价。,成本API先读确定性当前价视图并影子核对；显示MIGRATED_MANUAL/ESTIMATED质量，实际收货价批准后创建新区间。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_item_price,10,created_by,bigint,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,RESOLVE_ACTOR,scm_supplier_price_observation.verified_by_user_id | cost_card_material_price.created_by_user_id,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 RESOLVE_ACTOR 处理，唯一允许的目标或处置为 scm_supplier_price_observation.verified_by_user_id | cost_card_material_price.created_by_user_id；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,逐字段保留旧价格ID、原料、供应商、原始金额、币种、计价数量、计价单位、生效区间、来源、创建人和核验信息。先映射material_id、supplier_item_id、受控单位与换算证据；只有具备供应商商品证据的行才创建supplier_price_observation，无供应商行只形成price_source=MIGRATED_MANUAL的启动采用价。normalized_price_myr/normalized_unit不复制为事实，只用于重算核对；单位或汇率不明时不得进入正式成本。未来实际收货价追加新观察和新采用价区间，不覆盖启动价。,成本API先读确定性当前价视图并影子核对；显示MIGRATED_MANUAL/ESTIMATED质量，实际收货价批准后创建新区间。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_item_price,11,created_at,timestamp with time zone,False,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,PRESERVE_OBSERVATION_TIME_EVIDENCE,scm_supplier_price_observation.observed_at | scm_supplier_price_observation.normalization_detail,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_OBSERVATION_TIME_EVIDENCE 处理，唯一允许的目标或处置为 scm_supplier_price_observation.observed_at | scm_supplier_price_observation.normalization_detail；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,逐字段保留旧价格ID、原料、供应商、原始金额、币种、计价数量、计价单位、生效区间、来源、创建人和核验信息。先映射material_id、supplier_item_id、受控单位与换算证据；只有具备供应商商品证据的行才创建supplier_price_observation，无供应商行只形成price_source=MIGRATED_MANUAL的启动采用价。normalized_price_myr/normalized_unit不复制为事实，只用于重算核对；单位或汇率不明时不得进入正式成本。未来实际收货价追加新观察和新采用价区间，不覆盖启动价。,成本API先读确定性当前价视图并影子核对；显示MIGRATED_MANUAL/ESTIMATED质量，实际收货价批准后创建新区间。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_item_price,12,price_quantity,"numeric(18,6)",False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_NORMALIZATION_INPUT,scm_supplier_price_observation.normalization_detail | scm_supplier_price_observation.material_unit_conversion_id,MANUAL_EXPLICIT_FIELD,作为归一化输入保留在 normalization_detail，并与 price_unit 共同选择已核验换算；不得丢弃后假定为1。,逐字段保留旧价格ID、原料、供应商、原始金额、币种、计价数量、计价单位、生效区间、来源、创建人和核验信息。先映射material_id、supplier_item_id、受控单位与换算证据；只有具备供应商商品证据的行才创建supplier_price_observation，无供应商行只形成price_source=MIGRATED_MANUAL的启动采用价。normalized_price_myr/normalized_unit不复制为事实，只用于重算核对；单位或汇率不明时不得进入正式成本。未来实际收货价追加新观察和新采用价区间，不覆盖启动价。,成本API先读确定性当前价视图并影子核对；显示MIGRATED_MANUAL/ESTIMATED质量，实际收货价批准后创建新区间。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_item_price,13,normalized_price_myr,"numeric(24,12)",True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,DERIVE_AND_RECONCILE_NOT_STORE,DERIVE:raw_unit_price × fx_rate_to_myr ÷ verified unit conversion and price_quantity,MANUAL_EXPLICIT_FIELD,旧缓存值不进入物理事实；用原价×汇率÷计价数量÷已冻结单位换算重算并逐行对账，差异超过批准精度即阻断。重算所用汇率日期、换算ID和舍入规则必须进入 normalization_detail。,逐字段保留旧价格ID、原料、供应商、原始金额、币种、计价数量、计价单位、生效区间、来源、创建人和核验信息。先映射material_id、supplier_item_id、受控单位与换算证据；只有具备供应商商品证据的行才创建supplier_price_observation，无供应商行只形成price_source=MIGRATED_MANUAL的启动采用价。normalized_price_myr/normalized_unit不复制为事实，只用于重算核对；单位或汇率不明时不得进入正式成本。未来实际收货价追加新观察和新采用价区间，不覆盖启动价。,成本API先读确定性当前价视图并影子核对；显示MIGRATED_MANUAL/ESTIMATED质量，实际收货价批准后创建新区间。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_item_price,14,normalized_unit,text,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,DERIVE_AND_RECONCILE_NOT_STORE,DERIVE:cost_card_material_price.material_id -> scm_material.base_unit_id,MANUAL_EXPLICIT_FIELD,旧文本只用于与 material.base_unit_id 核对，不写成第二套单位真相；不一致进入 UNIT_ERROR，不能改原料基础单位迎合旧缓存。,逐字段保留旧价格ID、原料、供应商、原始金额、币种、计价数量、计价单位、生效区间、来源、创建人和核验信息。先映射material_id、supplier_item_id、受控单位与换算证据；只有具备供应商商品证据的行才创建supplier_price_observation，无供应商行只形成price_source=MIGRATED_MANUAL的启动采用价。normalized_price_myr/normalized_unit不复制为事实，只用于重算核对；单位或汇率不明时不得进入正式成本。未来实际收货价追加新观察和新采用价区间，不覆盖启动价。,成本API先读确定性当前价视图并影子核对；显示MIGRATED_MANUAL/ESTIMATED质量，实际收货价批准后创建新区间。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_item_price,15,exchange_rate_id,bigint,True,字段名显示它可能存放 exchange_rate 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,PRESERVE_FX_SOURCE_REFERENCE,scm_supplier_price_observation.fx_source_ref,MANUAL_EXPLICIT_FIELD,旧汇率ID仅转成可追溯 fx_source_ref；必须从权威汇率来源重新取得数值和日期，不能把内部ID当汇率数值。来源币种为MYR时按政策使用1且保留原字段状态，非MYR缺汇率则标FX_MISSING。,逐字段保留旧价格ID、原料、供应商、原始金额、币种、计价数量、计价单位、生效区间、来源、创建人和核验信息。先映射material_id、supplier_item_id、受控单位与换算证据；只有具备供应商商品证据的行才创建supplier_price_observation，无供应商行只形成price_source=MIGRATED_MANUAL的启动采用价。normalized_price_myr/normalized_unit不复制为事实，只用于重算核对；单位或汇率不明时不得进入正式成本。未来实际收货价追加新观察和新采用价区间，不覆盖启动价。,成本API先读确定性当前价视图并影子核对；显示MIGRATED_MANUAL/ESTIMATED质量，实际收货价批准后创建新区间。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_item_price,16,verification_state,text,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,NORMALIZE_QUALITY_STATE,scm_supplier_price_observation.quality_status | cost_card_material_price.quality_status,MANUAL_EXPLICIT_FIELD,verified 只有单位、币种、供应商/人工证据及核验主体齐全才映为 VERIFIED；pending/legacy_unverified 映为 UNVERIFIED/ESTIMATED，不能自动升级。,逐字段保留旧价格ID、原料、供应商、原始金额、币种、计价数量、计价单位、生效区间、来源、创建人和核验信息。先映射material_id、supplier_item_id、受控单位与换算证据；只有具备供应商商品证据的行才创建supplier_price_observation，无供应商行只形成price_source=MIGRATED_MANUAL的启动采用价。normalized_price_myr/normalized_unit不复制为事实，只用于重算核对；单位或汇率不明时不得进入正式成本。未来实际收货价追加新观察和新采用价区间，不覆盖启动价。,成本API先读确定性当前价视图并影子核对；显示MIGRATED_MANUAL/ESTIMATED质量，实际收货价批准后创建新区间。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_item_price,17,verification_note,text,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_VERIFICATION_EVIDENCE,scm_supplier_price_observation.normalization_detail | cost_card_material_price.evidence,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_VERIFICATION_EVIDENCE 处理，唯一允许的目标或处置为 scm_supplier_price_observation.normalization_detail | cost_card_material_price.evidence；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,逐字段保留旧价格ID、原料、供应商、原始金额、币种、计价数量、计价单位、生效区间、来源、创建人和核验信息。先映射material_id、supplier_item_id、受控单位与换算证据；只有具备供应商商品证据的行才创建supplier_price_observation，无供应商行只形成price_source=MIGRATED_MANUAL的启动采用价。normalized_price_myr/normalized_unit不复制为事实，只用于重算核对；单位或汇率不明时不得进入正式成本。未来实际收货价追加新观察和新采用价区间，不覆盖启动价。,成本API先读确定性当前价视图并影子核对；显示MIGRATED_MANUAL/ESTIMATED质量，实际收货价批准后创建新区间。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_product_link,1,pos_item_id,text,False,pos_product.item_id。不加外键：pos_product 由 res_api 每晚整表 upsert，商品下架会消失。,已确认：生产库字段注释,EXPAND_ALL_LISTINGS_THEN_RESOLVE_OR_REVIEW,pos_product_listing.source_item_id | pos_product_mapping.listing_id | pos_product_mapping_review.listing_id,MANUAL_EXPLICIT_FIELD,先在已登记 POS 来源命名空间展开 source_item_id 对应的全部 listing；逐 listing 保存证据，不能把裸 pos_item_id 直接当 listing_id。,先把37个裸POS item引用展开为63个实际listing，再逐listing确认统一product；其中36个裸引用对应61个listing可由证据确认，item 67对应2个listing存在冲突，必须各建CONFLICT/OPEN的pos_product_mapping_review，不能取第一个。确定product后才建立pos_product_mapping；配方产出必须指向相同product。,旧链接字段由兼容视图派生，写入端改用产品身份和配方版本；未决review不得进入成本或销售联动。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_product_link,2,item_id,bigint,False,字段名显示它可能存放 item 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,RESOLVE_UNIFIED_PRODUCT_OR_OPEN_REVIEW,pos_product_mapping.product_id | cost_card_recipe_version.output_product_id | pos_product_mapping_review.candidate_product_id,MANUAL_EXPLICIT_FIELD,每个 listing 只有在旧 cost item 与企业 product 身份证据唯一时才建立 pos_product_mapping；无唯一结论则创建 pos_product_mapping_review，source listing 写 listing_id、候选才写 candidate_product_id。item 67 的两个 listing 是 CONFLICT/OPEN，不得静默取第一个。,先把37个裸POS item引用展开为63个实际listing，再逐listing确认统一product；其中36个裸引用对应61个listing可由证据确认，item 67对应2个listing存在冲突，必须各建CONFLICT/OPEN的pos_product_mapping_review，不能取第一个。确定product后才建立pos_product_mapping；配方产出必须指向相同product。,旧链接字段由兼容视图派生，写入端改用产品身份和配方版本；未决review不得进入成本或销售联动。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_product_link,3,mapped_by,text,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,NORMALIZE_MAPPING_METHOD,pos_product_mapping.mapping_method | pos_product_mapping.evidence,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 NORMALIZE_MAPPING_METHOD 处理，唯一允许的目标或处置为 pos_product_mapping.mapping_method | pos_product_mapping.evidence；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,先把37个裸POS item引用展开为63个实际listing，再逐listing确认统一product；其中36个裸引用对应61个listing可由证据确认，item 67对应2个listing存在冲突，必须各建CONFLICT/OPEN的pos_product_mapping_review，不能取第一个。确定product后才建立pos_product_mapping；配方产出必须指向相同product。,旧链接字段由兼容视图派生，写入端改用产品身份和配方版本；未决review不得进入成本或销售联动。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_product_link,4,mapped_at,timestamp with time zone,False,字段名显示它可能存放 mapped 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,PRESERVE_MAPPING_TIME,pos_product_mapping.valid_from | pos_product_mapping.created_at,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_MAPPING_TIME 处理，唯一允许的目标或处置为 pos_product_mapping.valid_from | pos_product_mapping.created_at；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,先把37个裸POS item引用展开为63个实际listing，再逐listing确认统一product；其中36个裸引用对应61个listing可由证据确认，item 67对应2个listing存在冲突，必须各建CONFLICT/OPEN的pos_product_mapping_review，不能取第一个。确定product后才建立pos_product_mapping；配方产出必须指向相同product。,旧链接字段由兼容视图派生，写入端改用产品身份和配方版本；未决review不得进入成本或销售联动。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_product_link,5,note,text,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_MAPPING_EVIDENCE,pos_product_mapping.evidence,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_MAPPING_EVIDENCE 处理，唯一允许的目标或处置为 pos_product_mapping.evidence；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,先把37个裸POS item引用展开为63个实际listing，再逐listing确认统一product；其中36个裸引用对应61个listing可由证据确认，item 67对应2个listing存在冲突，必须各建CONFLICT/OPEN的pos_product_mapping_review，不能取第一个。确定product后才建立pos_product_mapping；配方产出必须指向相同product。,旧链接字段由兼容视图派生，写入端改用产品身份和配方版本；未决review不得进入成本或销售联动。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_product_link_pre080,1,id,bigint,True,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,DO_NOT_MIGRATE_WITH_OBJECT,NO_TARGET:ARCHIVE_DROP,OBJECT_RETIRE_OR_REISSUE_RULE,与现行映射和审计记录比对后加密归档，不迁入新库。,与现行映射和审计记录比对后加密归档，不迁入新库。,无运行时兼容。,LOW,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_product_link_pre080,2,item_id,bigint,True,字段名显示它可能存放 item 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,DO_NOT_MIGRATE_WITH_OBJECT,NO_TARGET:ARCHIVE_DROP,OBJECT_RETIRE_OR_REISSUE_RULE,与现行映射和审计记录比对后加密归档，不迁入新库。,与现行映射和审计记录比对后加密归档，不迁入新库。,无运行时兼容。,LOW,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_product_link_pre080,3,external_source,text,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,DO_NOT_MIGRATE_WITH_OBJECT,NO_TARGET:ARCHIVE_DROP,OBJECT_RETIRE_OR_REISSUE_RULE,与现行映射和审计记录比对后加密归档，不迁入新库。,与现行映射和审计记录比对后加密归档，不迁入新库。,无运行时兼容。,LOW,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_product_link_pre080,4,external_key,text,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,DO_NOT_MIGRATE_WITH_OBJECT,NO_TARGET:ARCHIVE_DROP,OBJECT_RETIRE_OR_REISSUE_RULE,与现行映射和审计记录比对后加密归档，不迁入新库。,与现行映射和审计记录比对后加密归档，不迁入新库。,无运行时兼容。,LOW,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_product_link_pre080,5,store,text,True,当前库使用的门店文本/代码；现有表之间没有统一稳定身份保证。,合理推测：通用命名；需代码确认,DO_NOT_MIGRATE_WITH_OBJECT,NO_TARGET:ARCHIVE_DROP,OBJECT_RETIRE_OR_REISSUE_RULE,与现行映射和审计记录比对后加密归档，不迁入新库。,与现行映射和审计记录比对后加密归档，不迁入新库。,无运行时兼容。,LOW,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_product_link_pre080,6,sku,text,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,DO_NOT_MIGRATE_WITH_OBJECT,NO_TARGET:ARCHIVE_DROP,OBJECT_RETIRE_OR_REISSUE_RULE,与现行映射和审计记录比对后加密归档，不迁入新库。,与现行映射和审计记录比对后加密归档，不迁入新库。,无运行时兼容。,LOW,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_recipe,1,id,bigint,False,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,REKEY_DETERMINISTIC_VERSION_ID_PRESERVE_SOURCE,cost_card_recipe_version.recipe_version_id | MIGRATION_MANIFEST:source_recipe_id,MANUAL_EXPLICIT_FIELD,以已登记 source_system_id 为 UUIDv5 namespace、以 public.cost_card_recipe:<id> 为 name 生成 recipe_version_id；旧 id 只保存在迁移清单 source_recipe_id，绝不能写成 recipe_code。,289条来源配方版本按item_id归为270个家族：product输出104 versions/99 families，semi_finished输出185 versions/171 families。source recipe id只通过登记source_system_id与name=public.cost_card_recipe:<id>确定性生成recipe_version_id并保存在迁移清单，绝不能冒充recipe_code。recipe_code固定为LEGACY-COST-ITEM-<item_id>；item_id恰好解析一个output_product_id或output_material_id。非空effective_from按吉隆坡00:00解释，唯一DRAFT NULL保持NULL；来源含结束日的effective_to统一加1日形成半开区间。,财务成本API按recipe_version_id写读，旧recipe字段由兼容视图提供；104/99+185/171=289/270与版本边界必须逐行核对。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_recipe,2,item_id,bigint,False,字段名显示它可能存放 item 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,GROUP_RECIPE_FAMILY_AND_RESOLVE_EXACT_OUTPUT,cost_card_recipe_version.recipe_code | cost_card_recipe_version.output_product_id | cost_card_recipe_version.output_material_id,MANUAL_EXPLICIT_FIELD,同一旧 item_id 的行归入同一配方家族，recipe_code 固定为 LEGACY-COST-ITEM-<item_id>；再按 cost_card_item 类型和身份映射恰好解析一个 output_product_id 或 output_material_id，缺映射、双重候选或循环依赖均阻断。,289条来源配方版本按item_id归为270个家族：product输出104 versions/99 families，semi_finished输出185 versions/171 families。source recipe id只通过登记source_system_id与name=public.cost_card_recipe:<id>确定性生成recipe_version_id并保存在迁移清单，绝不能冒充recipe_code。recipe_code固定为LEGACY-COST-ITEM-<item_id>；item_id恰好解析一个output_product_id或output_material_id。非空effective_from按吉隆坡00:00解释，唯一DRAFT NULL保持NULL；来源含结束日的effective_to统一加1日形成半开区间。,财务成本API按recipe_version_id写读，旧recipe字段由兼容视图提供；104/99+185/171=289/270与版本边界必须逐行核对。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_recipe,3,version,integer,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_VERSION,cost_card_recipe_version.version_no,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_VERSION 处理，唯一允许的目标或处置为 cost_card_recipe_version.version_no；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,289条来源配方版本按item_id归为270个家族：product输出104 versions/99 families，semi_finished输出185 versions/171 families。source recipe id只通过登记source_system_id与name=public.cost_card_recipe:<id>确定性生成recipe_version_id并保存在迁移清单，绝不能冒充recipe_code。recipe_code固定为LEGACY-COST-ITEM-<item_id>；item_id恰好解析一个output_product_id或output_material_id。非空effective_from按吉隆坡00:00解释，唯一DRAFT NULL保持NULL；来源含结束日的effective_to统一加1日形成半开区间。,财务成本API按recipe_version_id写读，旧recipe字段由兼容视图提供；104/99+185/171=289/270与版本边界必须逐行核对。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,cost_card_recipe,4,status,text,False,该行业务状态；合法状态集合以当前 CHECK 或写入代码为准。,合理推测：通用命名；需代码确认,NORMALIZE_STATUS,cost_card_recipe_version.status,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 NORMALIZE_STATUS 处理，唯一允许的目标或处置为 cost_card_recipe_version.status；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,289条来源配方版本按item_id归为270个家族：product输出104 versions/99 families，semi_finished输出185 versions/171 families。source recipe id只通过登记source_system_id与name=public.cost_card_recipe:<id>确定性生成recipe_version_id并保存在迁移清单，绝不能冒充recipe_code。recipe_code固定为LEGACY-COST-ITEM-<item_id>；item_id恰好解析一个output_product_id或output_material_id。非空effective_from按吉隆坡00:00解释，唯一DRAFT NULL保持NULL；来源含结束日的effective_to统一加1日形成半开区间。,财务成本API按recipe_version_id写读，旧recipe字段由兼容视图提供；104/99+185/171=289/270与版本边界必须逐行核对。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
