table_name,foundation_tier,lifecycle,writer,mutation_policy,primary_key,unique_constraints,required_fk_indexes,deferred_fk_constraints,row_access_contract,write_and_freeze_contract,delete_contract,special_constraint_guards,implementation_status
ops_forecast_run,CORE_BUSINESS,CORE_MIGRATION,BakeryOps 预测任务,CONTROLLED_UPDATE_UNTIL_TERMINAL,forecast_run_id,NONE_BEYOND_PRIMARY_KEY,job_run_id | location_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,运行或同步进入终态前可更新，终态后冻结并以新运行重算,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
ops_forecast_line,CORE_BUSINESS,CORE_MIGRATION,BakeryOps 预测任务,APPEND_ONLY,forecast_line_id,forecast_run_id + product_id,product_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
ops_production_plan_version,CORE_BUSINESS,CORE_MIGRATION,BakeryOps；审批人改变状态,DRAFT_MUTABLE_THEN_FROZEN,production_plan_version_id,location_id + plan_business_date + version_no,approved_by_user_id | based_on_version_id | created_by_user_id | forecast_run_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,FREEZE_TRIGGER: published/rejected/cancelled/superseded version and child rows are immutable | UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
ops_production_plan_line,CORE_BUSINESS,CORE_MIGRATION,BakeryOps,APPEND_ONLY,production_plan_line_id,production_plan_version_id + product_id,based_on_plan_line_id | confirmed_by_user_id | forecast_line_id | product_id | suggested_by_ai_call_id | unit_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
ops_production_plan_slot,EXTENSION_PACK:PRODUCTION_EXECUTION,PLANNED_MODULE,BakeryOps,APPEND_ONLY,production_plan_slot_id,production_plan_line_id + sequence_no,NONE,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
ops_workload_run,EXTENSION_PACK:SHIFT_AND_WORKFORCE,PLANNED_MODULE,BakeryOps 工作量任务,CONTROLLED_UPDATE_UNTIL_TERMINAL,workload_run_id,NONE_BEYOND_PRIMARY_KEY,job_run_id | location_id | production_plan_version_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,运行或同步进入终态前可更新，终态后冻结并以新运行重算,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
ops_workload_line,EXTENSION_PACK:SHIFT_AND_WORKFORCE,PLANNED_MODULE,BakeryOps 工作量任务,APPEND_ONLY,workload_line_id,workload_run_id + role_id + station_id + product_id + workload_unit [NULLS NOT DISTINCT：空值也参与去重],product_id | role_id | station_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
ops_production_run,EXTENSION_PACK:PRODUCTION_EXECUTION,PLANNED_MODULE,门店/厨房执行流程,CONTROLLED_UPDATE,production_run_id,location_id + source_run_code [NULLS DISTINCT：仅非空值去重，允许多条空值],created_by_user_id | production_plan_version_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,主数据允许受权限、审计和并发控制的更新,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
ops_production_run_line,EXTENSION_PACK:PRODUCTION_EXECUTION,PLANNED_MODULE,门店/厨房执行流程,APPEND_ONLY,production_run_line_id,production_run_id + product_id,product_id | production_plan_line_id | unit_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
ops_dispatch,EXTENSION_PACK:PRODUCTION_EXECUTION,PLANNED_MODULE,配送执行流程,CONTROLLED_UPDATE,dispatch_id,dispatch_code,created_by_user_id | from_location_id | production_run_id | to_location_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,主数据允许受权限、审计和并发控制的更新,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
ops_dispatch_line,EXTENSION_PACK:PRODUCTION_EXECUTION,PLANNED_MODULE,配送执行流程,APPEND_ONLY,dispatch_line_id,dispatch_id + product_id,product_id | production_run_line_id | unit_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
ops_daily_review,CORE_BUSINESS,CORE_MIGRATION,BakeryOps 复盘流程,DRAFT_MUTABLE_THEN_FROZEN,daily_review_id,location_id + business_date + version_no,ai_call_id | approved_by_user_id | created_by_user_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,SCHEMA_VALIDATION: sole SECURITY DEFINER draft-write function validates manager_input against manager_input_schema_version and review_summary against review_summary_schema_version; unknown keys and unsupported versions are rejected; application roles have no direct INSERT/UPDATE grant | UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
ops_review_action,CORE_BUSINESS,CORE_MIGRATION,门店或区域运营,CONTROLLED_UPDATE,review_action_id,NONE_BEYOND_PRIMARY_KEY,created_by_user_id | daily_review_id | owner_employment_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,主数据允许受权限、审计和并发控制的更新,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
ops_business_rule,CORE_BUSINESS,CORE_MIGRATION,BakeryOps 设置流程,DRAFT_MUTABLE_THEN_FROZEN,business_rule_id,scope_location_id + scope_product_id + rule_code + version_no [NULLS NOT DISTINCT：空值也参与去重],approved_by_user_id | created_by_user_id | scope_product_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,"SCHEMA_VALIDATION: BEFORE INSERT/UPDATE validator dispatches by rule_code + schema_version, validates rule_value types/ranges/allowed keys, and rejects unknown keys or unsupported versions before approval | UPDATED_AT_GUARD: only approved write function/trigger may change updated_at",DESIGN_ONLY_NOT_EXECUTED
hr_job_requisition,CORE_BUSINESS,CORE_MIGRATION,HR 招聘流程,CONTROLLED_WORKFLOW,job_requisition_id,requisition_code,approved_by_user_id | created_by_user_id | location_id | role_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,只允许批准的状态机迁移并记录操作者和时间,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
hr_application,CORE_BUSINESS,CORE_MIGRATION,HR 招聘流程,CONTROLLED_UPDATE,application_id,source_system_id + source_application_id [NULLS DISTINCT：仅非空值去重，允许多条空值],created_by_user_id | job_requisition_id | person_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,主数据允许受权限、审计和并发控制的更新,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
hr_application_stage_event,CORE_BUSINESS,CORE_MIGRATION,HR 招聘流程或渠道同步,APPEND_ONLY_DECISION_RECORD,application_stage_event_id,event_key,actor_user_id | application_id | job_run_id | source_system_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,人工/系统决策只追加，原决定和差异永久可追溯,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
hr_appointment,CORE_BUSINESS,CORE_MIGRATION,HR 招聘流程,CONTROLLED_UPDATE,appointment_id,NONE_BEYOND_PRIMARY_KEY,application_id | confirmed_by_user_id | created_by_user_id | location_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,主数据允许受权限、审计和并发控制的更新,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
hr_assessment,CORE_BUSINESS,CORE_MIGRATION,HR或业务面试官,APPEND_ONLY,assessment_id,NONE_BEYOND_PRIMARY_KEY,application_id | appointment_id | assessor_employment_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
hr_assessment_score,CORE_BUSINESS,CORE_MIGRATION,HR或业务面试官,APPEND_ONLY,assessment_score_id,assessment_id + criterion_code,NONE,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
hr_offer,CORE_BUSINESS,CORE_MIGRATION,HR 招聘流程,DRAFT_MUTABLE_THEN_FROZEN,offer_id,application_id + version_no,created_by_user_id | location_id | role_id | supersedes_offer_id,NONE,RESTRICTED_COLUMN_PATH + LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,"SCHEMA_VALIDATION: sole offer draft-write and send functions validate compensation_summary by compensation_schema_version, require currency and typed nonnegative pay items, reject unknown keys, and revoke direct compensation writes from application roles | UPDATED_AT_GUARD: only approved write function/trigger may change updated_at",DESIGN_ONLY_NOT_EXECUTED
hr_onboarding_task,EXTENSION_PACK:TRAINING_AND_ONBOARDING,PLANNED_MODULE,HR 入职流程,CONTROLLED_UPDATE,onboarding_task_id,employment_id + task_code,completed_by_user_id | created_by_user_id,NONE,RESTRICTED_COLUMN_PATH + EXPLICIT_PRIVILEGED_READER + DOMAIN_WRITER_ONLY,主数据允许受权限、审计和并发控制的更新,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
hr_employee_event,CORE_BUSINESS,CORE_MIGRATION,HR 人事流程,APPEND_ONLY_DECISION_RECORD,employee_event_id,NONE_BEYOND_PRIMARY_KEY,employment_id | from_location_id | recorded_by_user_id | to_location_id,NONE,RESTRICTED_COLUMN_PATH + LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,人工/系统决策只追加，原决定和差异永久可追溯,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,SCHEMA_VALIDATION: sole append function validates event_data by event_type + event_schema_version; unknown keys and unsupported versions are rejected; application roles cannot insert directly,DESIGN_ONLY_NOT_EXECUTED
hr_screening_rule,CORE_BUSINESS,CORE_MIGRATION,HR规则审核流程,DRAFT_MUTABLE_THEN_FROZEN,screening_rule_id,rule_code + version_no,approved_by_user_id | created_by_user_id | role_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,"SCHEMA_VALIDATION: sole screening-rule draft-write and approval functions validate rule_definition by rule_type + rule_schema_version, reject unknown keys and protected discrimination inputs, and revoke direct rule_definition writes from application roles | UPDATED_AT_GUARD: only approved write function/trigger may change updated_at",DESIGN_ONLY_NOT_EXECUTED
hr_training_course,EXTENSION_PACK:TRAINING_AND_ONBOARDING,PLANNED_MODULE,HR培训管理,CONTROLLED_UPDATE,training_course_id,course_code,created_by_user_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,主数据允许受权限、审计和并发控制的更新,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
hr_training_course_version,EXTENSION_PACK:TRAINING_AND_ONBOARDING,PLANNED_MODULE,HR培训管理,DRAFT_MUTABLE_THEN_FROZEN,training_course_version_id,training_course_id + version_no,created_by_user_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
hr_training_assignment,EXTENSION_PACK:TRAINING_AND_ONBOARDING,PLANNED_MODULE,HR或门店培训负责人,CONTROLLED_WORKFLOW,training_assignment_id,NONE_BEYOND_PRIMARY_KEY,assigned_by_user_id | employment_id | training_course_version_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,只允许批准的状态机迁移并记录操作者和时间,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
hr_training_result,EXTENSION_PACK:TRAINING_AND_ONBOARDING,PLANNED_MODULE,培训系统或负责人,APPEND_ONLY,training_result_id,training_assignment_id + attempt_no,verified_by_user_id,NONE,RESTRICTED_COLUMN_PATH + EXPLICIT_PRIVILEGED_READER + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
ops_role,CORE_BUSINESS,CORE_MIGRATION,BakeryOps 运营主数据,CONTROLLED_UPDATE,role_id,role_code,created_by_user_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,主数据允许受权限、审计和并发控制的更新,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
ops_station,EXTENSION_PACK:SHIFT_AND_WORKFORCE,PLANNED_MODULE,BakeryOps 运营主数据,CONTROLLED_UPDATE,station_id,station_code,created_by_user_id | default_location_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,主数据允许受权限、审计和并发控制的更新,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
ops_role_training_requirement,EXTENSION_PACK:TRAINING_AND_ONBOARDING,PLANNED_MODULE,运营与HR共同维护,CONTROLLED_UPDATE,role_training_requirement_id,role_id + training_course_id + valid_from,created_by_user_id | training_course_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,主数据允许受权限、审计和并发控制的更新,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
ops_shift_plan_version,EXTENSION_PACK:SHIFT_AND_WORKFORCE,PLANNED_MODULE,BakeryOps；审批人改变状态,DRAFT_MUTABLE_THEN_FROZEN,shift_plan_version_id,location_id + business_date + version_no,approved_by_user_id | based_on_version_id | created_by_user_id | source_job_run_id | workload_run_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,FREEZE_TRIGGER: published/rejected/cancelled/superseded version and child rows are immutable | UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
ops_shift_requirement,EXTENSION_PACK:SHIFT_AND_WORKFORCE,PLANNED_MODULE,BakeryOps 排班流程,APPEND_ONLY,shift_requirement_id,shift_plan_version_id + shift_start + shift_end + role_id + station_id [NULLS NOT DISTINCT：空值也参与去重],role_id | station_id | workload_line_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
ops_shift_assignment,EXTENSION_PACK:SHIFT_AND_WORKFORCE,PLANNED_MODULE,BakeryOps 排班流程,CONTROLLED_UPDATE,shift_assignment_id,shift_requirement_id + employment_id + assigned_start + assigned_end,created_by_user_id | employment_id | override_approved_by_user_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,主数据允许受权限、审计和并发控制的更新,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,CONSTRAINT_TRIGGER: no employment time overlap and critical role eligibility must be valid at shift start | UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
hr_timesheet_sync_batch,SOURCE_CONDITIONAL,SOURCE_CONDITIONAL,BakeryOps 工时同步任务,CONTROLLED_UPDATE_UNTIL_TERMINAL,timesheet_sync_batch_id,source_system_id + source_batch_id [NULLS DISTINCT：仅非空值去重，允许多条空值] | idempotency_key,job_run_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,运行或同步进入终态前可更新，终态后冻结并以新运行重算,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
hr_timesheet_entry,SOURCE_CONDITIONAL,SOURCE_CONDITIONAL,BakeryOps 工时同步任务,APPEND_ONLY,timesheet_entry_id,timesheet_sync_batch_id + source_entry_id,employment_id | location_id | role_id,shift_assignment_id -> ops_shift_assignment.shift_assignment_id @ EXTENSION_PACK:SHIFT_AND_WORKFORCE | station_id -> ops_station.station_id @ EXTENSION_PACK:SHIFT_AND_WORKFORCE,RESTRICTED_COLUMN_PATH + LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
scm_material_unit_conversion,CORE_BUSINESS,CORE_MIGRATION,供应链主数据审核,DRAFT_MUTABLE_THEN_FROZEN,material_unit_conversion_id,material_id + from_unit_id + to_unit_id + valid_from,created_by_user_id | from_unit_id | source_system_id | to_unit_id | verified_by_user_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
scm_supplier,CORE_BUSINESS,CORE_MIGRATION,供应链主数据流程,CONTROLLED_UPDATE,supplier_id,supplier_code,created_by_user_id,NONE,RESTRICTED_COLUMN_PATH + EXPLICIT_PRIVILEGED_READER + DOMAIN_WRITER_ONLY,主数据允许受权限、审计和并发控制的更新,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
scm_supplier_item,CORE_BUSINESS,CORE_MIGRATION,供应链主数据流程,DRAFT_MUTABLE_THEN_FROZEN,supplier_item_id,supplier_id + supplier_sku + valid_from,confirmed_by_user_id | created_by_user_id | material_id | material_unit_conversion_id | order_unit_id | supersedes_supplier_item_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
scm_supplier_item_mapping_review,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,供应链主数据审核,CONTROLLED_WORKFLOW,supplier_item_mapping_review_id,NONE_BEYOND_PRIMARY_KEY,candidate_material_id | created_by_user_id | reviewed_by_user_id | supplier_item_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,只允许批准的状态机迁移并记录操作者和时间,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
scm_inventory_count,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,仓库或门店库存流程,CONTROLLED_UPDATE,inventory_count_id,count_code,approved_by_user_id | created_by_user_id | location_id | source_system_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,主数据允许受权限、审计和并发控制的更新,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
scm_inventory_count_line,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,仓库或门店库存流程,APPEND_ONLY,inventory_count_line_id,inventory_count_id + material_id + lot_code [NULLS NOT DISTINCT：空值也参与去重],material_id | material_unit_conversion_id | raw_unit_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
scm_inventory_movement,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,供应链库存服务,DRAFT_MUTABLE_THEN_FROZEN,inventory_movement_id,NONE_BEYOND_PRIMARY_KEY,created_by_user_id | from_location_id | goods_receipt_id | inventory_count_id | reverses_movement_id | to_location_id,production_run_id -> ops_production_run.production_run_id @ EXTENSION_PACK:PROCUREMENT_AND_INVENTORY+PRODUCTION_EXECUTION,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
scm_inventory_movement_line,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,供应链库存服务,APPEND_ONLY,inventory_movement_line_id,inventory_movement_id + material_id + lot_code [NULLS NOT DISTINCT：空值也参与去重],material_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
scm_material_requirement_run,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,BakeryOps供应链任务,CONTROLLED_UPDATE_UNTIL_TERMINAL,material_requirement_run_id,NONE_BEYOND_PRIMARY_KEY,job_run_id | location_id | production_plan_version_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,运行或同步进入终态前可更新，终态后冻结并以新运行重算,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
