guardrail_type,current_object,guardrail_name,current_definition,current_enabled_or_valid,current_object_disposition,target_objects,required_action,verification_gate,implementation_status
CONSTRAINT,cost_card_recipe,cost_card_recipe_created_by_fkey,FOREIGN KEY (created_by) REFERENCES app_user(id) ON DELETE SET NULL,True,VERSION_IN_PLACE,cost_card_recipe_version,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,cost_card_recipe,cost_card_recipe_item_id_fkey,FOREIGN KEY (item_id) REFERENCES cost_card_item(id),True,VERSION_IN_PLACE,cost_card_recipe_version,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,cost_card_recipe,cost_card_recipe_published_by_fkey,FOREIGN KEY (published_by) REFERENCES app_user(id) ON DELETE SET NULL,True,VERSION_IN_PLACE,cost_card_recipe_version,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,cost_card_recipe,cost_card_recipe_pkey,PRIMARY KEY (id),True,VERSION_IN_PLACE,cost_card_recipe_version,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,cost_card_recipe,cost_card_recipe_item_id_version_key,"UNIQUE (item_id, version)",True,VERSION_IN_PLACE,cost_card_recipe_version,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,cost_card_recipe_item,cost_card_recipe_item_loss_rate_check,CHECK (loss_rate >= 0::numeric AND loss_rate < 1::numeric),True,MIGRATE_REKEY,cost_card_recipe_component,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,cost_card_recipe_item,cost_card_recipe_item_net_yield_check,CHECK (net_yield > 0::numeric AND net_yield <= 1::numeric),True,MIGRATE_REKEY,cost_card_recipe_component,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,cost_card_recipe_item,cost_card_recipe_item_quantity_check,CHECK (quantity > 0::numeric),True,MIGRATE_REKEY,cost_card_recipe_component,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,cost_card_recipe_item,cost_card_recipe_item_seq_check,CHECK (seq > 0),True,MIGRATE_REKEY,cost_card_recipe_component,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,cost_card_recipe_item,cost_card_recipe_item_unit_check,CHECK (btrim(unit) <> ''::text),True,MIGRATE_REKEY,cost_card_recipe_component,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,cost_card_recipe_item,cost_card_recipe_item_component_item_id_fkey,FOREIGN KEY (component_item_id) REFERENCES cost_card_item(id),True,MIGRATE_REKEY,cost_card_recipe_component,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,cost_card_recipe_item,cost_card_recipe_item_recipe_id_fkey,FOREIGN KEY (recipe_id) REFERENCES cost_card_recipe(id) ON DELETE CASCADE,True,MIGRATE_REKEY,cost_card_recipe_component,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,cost_card_recipe_item,cost_card_recipe_item_pkey,PRIMARY KEY (id),True,MIGRATE_REKEY,cost_card_recipe_component,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,cost_card_recipe_item,cost_card_recipe_item_recipe_id_seq_key,"UNIQUE (recipe_id, seq)",True,MIGRATE_REKEY,cost_card_recipe_component,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,daily_breakdown,daily_breakdown_dim_type_chk,"CHECK (dim_type = ANY (ARRAY['payment'::text, 'dining'::text]))",True,MIGRATE,pos_daily_breakdown | v_pos_daily_breakdown_current,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,daily_breakdown,daily_breakdown_pkey,"PRIMARY KEY (date, dim_type, dim_value)",True,MIGRATE,pos_daily_breakdown | v_pos_daily_breakdown_current,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,daily_push_log,daily_push_log_pkey,PRIMARY KEY (id),True,MERGE_QUEUE_NATURAL_KEY,msg_outbound_message,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,daily_push_log,daily_push_log_kind_recipient_date_key,"UNIQUE (kind, recipient, date)",True,MERGE_QUEUE_NATURAL_KEY,msg_outbound_message,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,daily_revenue,uk_daily_revenue_date,UNIQUE (date),True,SPLIT_BY_WRITER,pos_sales_day | finance_sales_daily,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,daily_revenue,uk_daily_revenue_date_store,"UNIQUE (date, store)",True,SPLIT_BY_WRITER,pos_sales_day | finance_sales_daily,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,daily_review,daily_review_pkey,PRIMARY KEY (id),True,MIGRATE,ops_daily_review | ops_review_action,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,daily_review,uk_review_date,UNIQUE (date),True,MIGRATE,ops_daily_review | ops_review_action,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,employee_events,employee_events_employee_id_fkey,FOREIGN KEY (employee_id) REFERENCES employees(id) ON DELETE CASCADE,True,MIGRATE_REKEY,hr_employee_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,employee_events,employee_events_pkey,PRIMARY KEY (id),True,MIGRATE_REKEY,hr_employee_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,employees,employees_store_fk,FOREIGN KEY (store_id) REFERENCES ops_store(store_code),True,SPLIT_IDENTITY,hr_person | hr_person_contact | hr_application | hr_application_stage_event | hr_employment | hr_employee_event | hr_employment_source_identity | hr_employment_mapping_review,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,employees,employees_pkey,PRIMARY KEY (id),True,SPLIT_IDENTITY,hr_person | hr_person_contact | hr_application | hr_application_stage_event | hr_employment | hr_employee_event | hr_employment_source_identity | hr_employment_mapping_review,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,fact_hbti_response,ck_fact_hbti_answers_complete,"CHECK (jsonb_typeof(answers) = 'object'::text AND answers ?& ARRAY['q1'::text, 'q2'::text, 'q3'::text, 'q4'::text, 'q5'::text, 'q6'::text, 'q7'::text, 'q8'::text, 'q9'::text, 'q10'::text, 'q11'::text, 'q12'::text, 'q13'::text])",True,NORMALIZE,mkt_campaign_version | mkt_campaign_member | mkt_survey_question | mkt_survey_response | mkt_survey_answer | mkt_survey_result,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,fact_hbti_response,pk_fact_hbti_response,"PRIMARY KEY (store, member_id, campaign_version, attempt_id)",True,NORMALIZE,mkt_campaign_version | mkt_campaign_member | mkt_survey_question | mkt_survey_response | mkt_survey_answer | mkt_survey_result,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,fact_shift,ck_fact_shift_area,"CHECK (area = ANY (ARRAY['后厨'::text, '前场'::text]))",True,REMODEL,app_job_run | ops_shift_plan_version | ops_role | ops_station | ops_shift_requirement | ops_shift_assignment | hr_employment_mapping_review,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,fact_shift,ck_fact_shift_hours,CHECK (duration_h IS NULL OR duration_h <= 16::numeric),True,REMODEL,app_job_run | ops_shift_plan_version | ops_role | ops_station | ops_shift_requirement | ops_shift_assignment | hr_employment_mapping_review,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,fact_shift,ck_fact_shift_off,CHECK (post = 'OFF'::text AND duration_h IS NULL AND on_time IS NULL AND off_time IS NULL OR post <> 'OFF'::text AND duration_h IS NOT NULL AND duration_h > 0::numeric),True,REMODEL,app_job_run | ops_shift_plan_version | ops_role | ops_station | ops_shift_requirement | ops_shift_assignment | hr_employment_mapping_review,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,fact_shift,fk_fact_shift_store,FOREIGN KEY (store_id) REFERENCES ops_store(store_code) ON UPDATE CASCADE ON DELETE RESTRICT,True,REMODEL,app_job_run | ops_shift_plan_version | ops_role | ops_station | ops_shift_requirement | ops_shift_assignment | hr_employment_mapping_review,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,fact_shift,pk_fact_shift,"PRIMARY KEY (work_date, store_id, staff_name)",True,REMODEL,app_job_run | ops_shift_plan_version | ops_role | ops_station | ops_shift_requirement | ops_shift_assignment | hr_employment_mapping_review,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_cashflow,finance_cashflow_pkey,"PRIMARY KEY (month, store, item)",True,MIGRATE,finance_import_batch | finance_cashflow_line,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_expense,finance_expense_pkey,PRIMARY KEY (id),True,MERGE_TYPED,finance_import_batch | finance_monthly_cost_line,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_expense_raw,finance_expense_raw_pkey,PRIMARY KEY (id),True,MERGE_TYPED,finance_import_batch | finance_monthly_cost_line,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_item_sales,finance_item_sales_pkey,PRIMARY KEY (id),True,MIGRATE_REKEY,finance_item_sales_monthly,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_labor,finance_labor_pkey,"PRIMARY KEY (month, store)",True,ARCHIVE_COMPAT,finance_monthly_cost_line,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_labor_detail,ck_finance_labor_detail_org_required,CHECK (category <> '国内工资分摊'::text OR btrim(org) <> ''::text),True,MERGE_TYPED,finance_import_batch | finance_monthly_cost_line,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_labor_detail,finance_labor_detail_pkey,"PRIMARY KEY (month, store, category, item, org)",True,MERGE_TYPED,finance_import_batch | finance_monthly_cost_line,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_material,finance_material_pkey,PRIMARY KEY (id),True,MERGE_TYPED,finance_import_batch | finance_monthly_cost_line,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_order_base,finance_order_base_pkey,"PRIMARY KEY (month, store)",True,MERGE_METRIC,finance_monthly_metric,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_orders,finance_orders_pkey,PRIMARY KEY (id),True,MIGRATE,finance_order_logistics_line,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_period_map,finance_period_map_period_check,"CHECK (period = ANY (ARRAY['销售费用'::text, '管理费用'::text, '财务费用'::text, '研发费用'::text]))",True,VERSION,finance_period_category_map,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_period_map,finance_period_map_pkey,"PRIMARY KEY (major, sub)",True,VERSION,finance_period_category_map,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_pl_metrics,finance_pl_metrics_pkey,"PRIMARY KEY (month, store, metric)",True,MIGRATE,finance_monthly_metric,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_revenue_daily,finance_revenue_daily_source_check,CHECK (import_source = 'finance_template'::text),True,MIGRATE,finance_import_batch | finance_sales_daily,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_revenue_daily,finance_revenue_daily_store_check,CHECK (btrim(store) <> ''::text),True,MIGRATE,finance_import_batch | finance_sales_daily,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_revenue_daily,finance_revenue_daily_date_store_key,"UNIQUE (date, store)",True,MIGRATE,finance_import_batch | finance_sales_daily,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_stock,finance_stock_pkey,PRIMARY KEY (id),True,MIGRATE_REKEY,finance_inventory_snapshot_line,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_stock_flow,finance_stock_flow_pkey,PRIMARY KEY (id),True,MIGRATE_REKEY,finance_inventory_flow_line,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_store,finance_store_active_from_month_format_ck,CHECK (active_from_month IS NULL OR active_from_month ~ '^\d{4}-(0[1-9]|1[0-2])$'::text),True,MERGE_IDENTITY,ops_location | ops_location_source_identity,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_store,finance_store_active_month_range_ck,CHECK (active_from_month IS NULL OR active_to_month IS NULL OR active_to_month >= active_from_month),True,MERGE_IDENTITY,ops_location | ops_location_source_identity,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_store,finance_store_active_to_month_format_ck,CHECK (active_to_month IS NULL OR active_to_month ~ '^\d{4}-(0[1-9]|1[0-2])$'::text),True,MERGE_IDENTITY,ops_location | ops_location_source_identity,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_store,finance_store_display_name_check,CHECK (btrim(display_name) <> ''::text),True,MERGE_IDENTITY,ops_location | ops_location_source_identity,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_store,finance_store_store_check,CHECK (btrim(store) <> ''::text),True,MERGE_IDENTITY,ops_location | ops_location_source_identity,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_store,finance_store_pkey,PRIMARY KEY (store),True,MERGE_IDENTITY,ops_location | ops_location_source_identity,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_supplier_orders,finance_supplier_orders_pkey,PRIMARY KEY (id),True,MIGRATE_REKEY,finance_supplier_purchase_monthly,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,finance_targets,finance_targets_pkey,"PRIMARY KEY (month, store, item)",True,VERSION,finance_target,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,forecast_snapshot,forecast_snapshot_pkey,PRIMARY KEY (id),True,REMODEL,ops_forecast_run | ops_forecast_line | ops_production_plan_version | ops_production_plan_line,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,forecast_snapshot,forecast_snapshot_date_product_name_key,"UNIQUE (date, product_name)",True,REMODEL,ops_forecast_run | ops_forecast_line | ops_production_plan_version | ops_production_plan_line,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,hbti_auth_token,ck_hbti_auth_token_shape,CHECK (kind = 'challenge'::text AND state IS NOT NULL AND attempts IS NOT NULL OR kind = 'session'::text AND state IS NULL AND attempts IS NULL),True,REISSUE_NOT_MIGRATE,app_one_time_token,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,hbti_auth_token,hbti_auth_token_attempts_check,CHECK (attempts IS NULL OR attempts >= 0 AND attempts <= 5),True,REISSUE_NOT_MIGRATE,app_one_time_token,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,hbti_auth_token,hbti_auth_token_kind_check,"CHECK (kind = ANY (ARRAY['challenge'::text, 'session'::text]))",True,REISSUE_NOT_MIGRATE,app_one_time_token,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,hbti_auth_token,hbti_auth_token_state_check,"CHECK (state IS NULL OR (state = ANY (ARRAY['pending'::text, 'verifying'::text, 'consumed'::text])))",True,REISSUE_NOT_MIGRATE,app_one_time_token,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,hbti_auth_token,hbti_auth_token_token_hash_check,CHECK (token_hash ~ '^[a-f0-9]{64}$'::text),True,REISSUE_NOT_MIGRATE,app_one_time_token,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,hbti_auth_token,hbti_auth_token_pkey,PRIMARY KEY (token_hash),True,REISSUE_NOT_MIGRATE,app_one_time_token,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,hbti_gift_stock,hbti_gift_stock_initial_stock_check,CHECK (initial_stock >= 0),True,MIGRATE_REKEY,mkt_reward | mkt_reward_stock | mkt_reward_claim | v_mkt_reward_stock_reconciliation,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,hbti_gift_stock,hbti_gift_stock_issued_count_check,CHECK (issued_count >= 0),True,MIGRATE_REKEY,mkt_reward | mkt_reward_stock | mkt_reward_claim | v_mkt_reward_stock_reconciliation,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,hbti_gift_stock,hbti_gift_stock_not_oversold,CHECK (issued_count <= initial_stock),True,MIGRATE_REKEY,mkt_reward | mkt_reward_stock | mkt_reward_claim | v_mkt_reward_stock_reconciliation,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,hbti_gift_stock,hbti_gift_stock_pkey,PRIMARY KEY (template_name),True,MIGRATE_REKEY,mkt_reward | mkt_reward_stock | mkt_reward_claim | v_mkt_reward_stock_reconciliation,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,hbti_rate_limit,hbti_rate_limit_count_check,CHECK (count >= 0),True,EXPIRE_NOT_MIGRATE,app_rate_limit_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,hbti_rate_limit,hbti_rate_limit_pkey,PRIMARY KEY (bucket),True,EXPIRE_NOT_MIGRATE,app_rate_limit_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,holiday,holiday_pkey,PRIMARY KEY (id),True,SPLIT_EVIDENCE,app_job_run | ops_calendar_event | v_ops_holiday_factor,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,holiday,uk_holiday_date,UNIQUE (date),True,SPLIT_EVIDENCE,app_job_run | ops_calendar_event | v_ops_holiday_factor,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,hourly_sales_summary,hourly_sales_summary_pkey,PRIMARY KEY (id),True,MIGRATE,pos_sales_hour | v_pos_sales_hour_current,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
