domain,domain_name,table_name,chinese_name,purpose,row_grain,writer,readers,source,foundation_tier,lifecycle,lifecycle_meaning,mutation_policy,mutation_policy_meaning,storage_class,minimum_grain_verdict,derivability,derived_fields_or_outputs,audit_action,original_r4_disposition,claude_fable_5_result,why_stored_not_view,retention,primary_key,outgoing_foreign_keys,incoming_references,read_only_views,unique_constraints,nulls_not_distinct_uniques,nulls_distinct_uniques,exclusion_constraints,table_checks,notes
hr,人员、招聘、培训与工时,hr_screening_rule,招聘筛选规则,保存经人工批准、带证据和适用范围的招聘筛选规则。,一个规则版本一行,HR规则审核流程,BakeryOps | 分析/BI,历史员工结果分析和人工批准,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,DRAFT_MUTABLE_THEN_FROZEN,草稿可编辑；发布、发送或生效后冻结并新建版本,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,保存经人工批准、带证据和适用范围的招聘筛选规则。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,业务存续期内保留；归档规则在实施前确认,screening_rule_id,role_id → ops_role.role_id | approved_by_user_id → app_user.user_id | created_by_user_id → app_user.user_id,,,rule_code + version_no,,,,,DRAFT 写入函数必须按 rule_type + rule_schema_version 校验 rule_definition、拒绝未知键和受保护歧视字段；APPROVED 或 ACTIVE 后规则定义、证据与版本号冻结，新结论必须新建版本。
hr,人员、招聘、培训与工时,hr_training_course,培训课程,维护课程稳定身份，内容和考核规则放在版本表。,一个培训课程一行,HR培训管理,BakeryOps | 分析/BI,培训负责人配置,EXTENSION_PACK:TRAINING_AND_ONBOARDING,PLANNED_MODULE,目标结构已设计，但当前未确认生产写入者；模块获批时才实施,CONTROLLED_UPDATE,主数据允许受权限、审计和并发控制的更新,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,维护课程稳定身份，内容和考核规则放在版本表。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,业务存续期内保留；归档规则在实施前确认,training_course_id,created_by_user_id → app_user.user_id,hr_training_course_version.training_course_id | ops_role_training_requirement.training_course_id,v_hr_role_eligibility,course_code,,,,,
hr,人员、招聘、培训与工时,hr_training_course_version,培训课程版本,冻结课程内容、及格线、有效期和考核规则版本。,课程 × 版本号一行,HR培训管理,BakeryOps | 分析/BI,培训负责人发布,EXTENSION_PACK:TRAINING_AND_ONBOARDING,PLANNED_MODULE,目标结构已设计，但当前未确认生产写入者；模块获批时才实施,DRAFT_MUTABLE_THEN_FROZEN,草稿可编辑；发布、发送或生效后冻结并新建版本,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,冻结课程内容、及格线、有效期和考核规则版本。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,业务存续期内保留；归档规则在实施前确认,training_course_version_id,training_course_id → hr_training_course.training_course_id | created_by_user_id → app_user.user_id,hr_training_assignment.training_course_version_id,,training_course_id + version_no,,,"NO_OVERLAP(training_course_id, tstzrange(effective_from, effective_to, '[)')) WHERE status = 'PUBLISHED'",effective_to IS NULL OR effective_to > effective_from,DRAFT 可编辑；PUBLISHED 后课程内容哈希、及格线、资格有效期和生效起点冻结，更新必须新建版本。
hr,人员、招聘、培训与工时,hr_training_assignment,培训指派,记录员工被要求完成的具体课程版本、期限和原因。,雇佣关系 × 课程版本 × 一次指派一行,HR或门店培训负责人,BakeryOps | 分析/BI,岗位要求、入职任务或人工安排,EXTENSION_PACK:TRAINING_AND_ONBOARDING,PLANNED_MODULE,目标结构已设计，但当前未确认生产写入者；模块获批时才实施,CONTROLLED_WORKFLOW,只允许批准的状态机迁移并记录操作者和时间,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,记录员工被要求完成的具体课程版本、期限和原因。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,业务存续期内保留；归档规则在实施前确认,training_assignment_id,employment_id → hr_employment.employment_id | training_course_version_id → hr_training_course_version.training_course_version_id | assigned_by_user_id → app_user.user_id,hr_training_result.training_assignment_id,v_hr_role_eligibility,,,,,,
hr,人员、招聘、培训与工时,hr_training_result,培训结果,保存一次课程学习或考试的分数、结果和资格有效期。,培训指派 × 一次尝试一行,培训系统或负责人,BakeryOps | 分析/BI,考试、实操或人工核验,EXTENSION_PACK:TRAINING_AND_ONBOARDING,PLANNED_MODULE,目标结构已设计，但当前未确认生产写入者；模块获批时才实施,APPEND_ONLY,写入后不可修改；更正追加新事实或冲销事件,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,保存一次课程学习或考试的分数、结果和资格有效期。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,业务存续期内保留；归档规则在实施前确认,training_result_id,training_assignment_id → hr_training_assignment.training_assignment_id | verified_by_user_id → app_user.user_id,,v_hr_role_eligibility,training_assignment_id + attempt_no,,,,valid_to IS NULL OR valid_from IS NULL OR valid_to > valid_from,
ops,地点、产品、预测、计划、执行与班表,ops_role,标准岗位,维护排班、招聘和培训共同使用的标准岗位身份。,一个标准岗位一行,BakeryOps 运营主数据,BakeryOps | HR | 分析/BI,运营与HR共同批准,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,CONTROLLED_UPDATE,主数据允许受权限、审计和并发控制的更新,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,维护排班、招聘和培训共同使用的标准岗位身份。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,业务存续期内保留；归档规则在实施前确认,role_id,created_by_user_id → app_user.user_id,hr_job_requisition.role_id | hr_offer.role_id | hr_screening_rule.role_id | hr_timesheet_entry.role_id | ops_role_training_requirement.role_id | ops_shift_requirement.role_id | ops_workload_line.role_id,v_ops_shift_by_role,role_code,,,,,
ops,地点、产品、预测、计划、执行与班表,ops_station,标准工位,维护地点内可排班的工位或工作区域。,一个标准工位定义一行,BakeryOps 运营主数据,BakeryOps | 分析/BI,运营配置,EXTENSION_PACK:SHIFT_AND_WORKFORCE,PLANNED_MODULE,目标结构已设计，但当前未确认生产写入者；模块获批时才实施,CONTROLLED_UPDATE,主数据允许受权限、审计和并发控制的更新,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,维护地点内可排班的工位或工作区域。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,业务存续期内保留；归档规则在实施前确认,station_id,default_location_id → ops_location.location_id | created_by_user_id → app_user.user_id,hr_timesheet_entry.station_id | ops_shift_requirement.station_id | ops_workload_line.station_id,,station_code,,,,,
ops,地点、产品、预测、计划、执行与班表,ops_role_training_requirement,岗位培训要求,定义岗位需要哪些课程、是否强制和有效期规则。,岗位 × 课程 × 生效区间一行,运营与HR共同维护,BakeryOps | HR | 分析/BI,岗位资格政策,EXTENSION_PACK:TRAINING_AND_ONBOARDING,PLANNED_MODULE,目标结构已设计，但当前未确认生产写入者；模块获批时才实施,CONTROLLED_UPDATE,主数据允许受权限、审计和并发控制的更新,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,定义岗位需要哪些课程、是否强制和有效期规则。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,业务存续期内保留；归档规则在实施前确认,role_training_requirement_id,role_id → ops_role.role_id | training_course_id → hr_training_course.training_course_id | created_by_user_id → app_user.user_id,,v_hr_role_eligibility,role_id + training_course_id + valid_from,,,"NO_OVERLAP(role_id, training_course_id, daterange(valid_from, valid_to, '[)'))",valid_to IS NULL OR valid_to > valid_from,
ops,地点、产品、预测、计划、执行与班表,ops_shift_plan_version,班表版本,直接保留某地点某营业日班表每次草稿、资格校验、批准、发布或取消，不再另建空壳班表主单。,地点 × 营业日 × 版本号一行,BakeryOps；审批人改变状态,BakeryOps | HR | 财务网站 | 分析/BI,工作量运行或上一版本,EXTENSION_PACK:SHIFT_AND_WORKFORCE,PLANNED_MODULE,目标结构已设计，但当前未确认生产写入者；模块获批时才实施,DRAFT_MUTABLE_THEN_FROZEN,草稿可编辑；发布、发送或生效后冻结并新建版本,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,,DESIGN_ONLY_DO_NOT_CREATE; R6_MERGE_INTO: absorb ops_shift_plan; location + business date is the stable shift-plan identity,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER; CODEX_FURTHER_MERGED_REDUNDANT_EXTENSION_SHELL,直接保留某地点某营业日班表每次草稿、资格校验、批准、发布或取消，不再另建空壳班表主单。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,业务存续期内保留；归档规则在实施前确认,shift_plan_version_id,location_id → ops_location.location_id | source_job_run_id → app_job_run.job_run_id | workload_run_id → ops_workload_run.workload_run_id | based_on_version_id → ops_shift_plan_version.shift_plan_version_id | approved_by_user_id → app_user.user_id | created_by_user_id → app_user.user_id,ops_shift_plan_version.based_on_version_id | ops_shift_requirement.shift_plan_version_id,v_ops_shift_publish_readiness | v_business_timeline,location_id + business_date + version_no,,,,,R6 终审将 ops_shift_plan 合并到本表：location_id + business_date 就是跨版本自然身份，另存主单 UUID 与可变头状态没有新增事实。草稿和校验阶段可受控修改；PUBLISHED、REJECTED、CANCELLED 或 SUPERSEDED 后版本、需求和指派冻结，任何变更复制为新版本。
ops,地点、产品、预测、计划、执行与班表,ops_shift_requirement,班次岗位需求,明确每个时段需要的岗位、工位、人数和关键岗位属性。,班表版本 × 时段 × 岗位 × 工位一行,BakeryOps 排班流程,BakeryOps | HR | 分析/BI,工作量行加人工调整,EXTENSION_PACK:SHIFT_AND_WORKFORCE,PLANNED_MODULE,目标结构已设计，但当前未确认生产写入者；模块获批时才实施,APPEND_ONLY,写入后不可修改；更正追加新事实或冲销事件,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,明确每个时段需要的岗位、工位、人数和关键岗位属性。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,业务存续期内保留；归档规则在实施前确认,shift_requirement_id,shift_plan_version_id → ops_shift_plan_version.shift_plan_version_id | workload_line_id → ops_workload_line.workload_line_id | role_id → ops_role.role_id | station_id → ops_station.station_id,ops_shift_assignment.shift_requirement_id,v_ops_shift_publish_readiness | v_ops_labor_productivity | v_ops_shift_by_role,shift_plan_version_id + shift_start + shift_end + role_id + station_id [NULLS NOT DISTINCT：空值也参与去重],shift_plan_version_id + shift_start + shift_end + role_id + station_id,,,shift_end > shift_start,
ops,地点、产品、预测、计划、执行与班表,ops_shift_assignment,班次员工指派,把合资格员工明确指派到班表时段、岗位和工位。,班次需求 × 雇佣关系 × 一段指派一行,BakeryOps 排班流程,BakeryOps | HR | 财务网站 | 分析/BI,人工排班或批准算法,EXTENSION_PACK:SHIFT_AND_WORKFORCE,PLANNED_MODULE,目标结构已设计，但当前未确认生产写入者；模块获批时才实施,CONTROLLED_UPDATE,主数据允许受权限、审计和并发控制的更新,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,把合资格员工明确指派到班表时段、岗位和工位。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,业务存续期内保留；归档规则在实施前确认,shift_assignment_id,shift_requirement_id → ops_shift_requirement.shift_requirement_id | employment_id → hr_employment.employment_id | override_approved_by_user_id → app_user.user_id | created_by_user_id → app_user.user_id,hr_timesheet_entry.shift_assignment_id,v_ops_shift_publish_readiness | v_ops_labor_productivity | v_ops_shift_by_role,shift_requirement_id + employment_id + assigned_start + assigned_end,,,,assigned_end > assigned_start,同一班表版本内，一个 employment_id 的有效指派不得时间重叠；由于 shift_plan_version_id 可经 requirement 确定，为避免重复外键，本表不再复制该字段，实施时由延迟约束触发器跨 requirement 校验。已发布版本冻结，改班必须生成新版本。
hr,人员、招聘、培训与工时,hr_timesheet_sync_batch,工时同步批次,记录一次 Lark 或其他工时来源同步的窗口、解析版本和完整性。,来源 × 时间窗口 × 一次同步一行,BakeryOps 工时同步任务,BakeryOps | 财务网站 | 分析/BI,Lark工时或批准来源,SOURCE_CONDITIONAL,SOURCE_CONDITIONAL,只有外部来源身份、权限、粒度和重跑稳定性被验证后才实施,CONTROLLED_UPDATE_UNTIL_TERMINAL,运行或同步进入终态前可更新，终态后冻结并以新运行重算,SOURCE_CONDITIONAL,NOT_PHASE1_SOURCE_UNVERIFIED,UNKNOWN_UNTIL_SOURCE_VERIFIED,,DEFER_UNTIL_SOURCE_PROVEN,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_DEFER_SOURCE,记录一次 Lark 或其他工时来源同步的窗口、解析版本和完整性。；外部来源身份、粒度、权限和重跑契约尚未验证，当前只保留目标契约，不建正式表。,业务存续期内保留；归档规则在实施前确认,timesheet_sync_batch_id,job_run_id → app_job_run.job_run_id | source_system_id → app_source_system.source_system_id,hr_timesheet_entry.timesheet_sync_batch_id,v_hr_timesheet_entry_current,source_system_id + source_batch_id [NULLS DISTINCT：仅非空值去重，允许多条空值] | idempotency_key,,source_system_id + source_batch_id,,window_end > window_start | source_batch_id IS NOT NULL OR payload_sha256 IS NOT NULL,与 POS 增量相同，完全相同的来源输入和 parser_version 必须命中同一 idempotency_key；来源内容变化或解析规则变化才创建新批次。终态后冻结，重跑不得新增重复 entry。
hr,人员、招聘、培训与工时,hr_timesheet_entry,实际工时事实,保存员工在地点、日期和工作区域的实际净工时原值与来源，不把班表当实际工时。,来源工时记录 × 雇佣关系 × 地点 × 工作时段一行,BakeryOps 工时同步任务,BakeryOps | 财务网站 | 分析/BI,Lark工时或批准人工更正,SOURCE_CONDITIONAL,SOURCE_CONDITIONAL,只有外部来源身份、权限、粒度和重跑稳定性被验证后才实施,APPEND_ONLY,写入后不可修改；更正追加新事实或冲销事件,SOURCE_CONDITIONAL,NOT_PHASE1_SOURCE_UNVERIFIED,UNKNOWN_UNTIL_SOURCE_VERIFIED,,DEFER_UNTIL_SOURCE_PROVEN,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_DEFER_SOURCE,保存员工在地点、日期和工作区域的实际净工时原值与来源，不把班表当实际工时。；外部来源身份、粒度、权限和重跑契约尚未验证，当前只保留目标契约，不建正式表。,按劳动法规保留；普通分析只读取去标识字段,timesheet_entry_id,timesheet_sync_batch_id → hr_timesheet_sync_batch.timesheet_sync_batch_id | employment_id → hr_employment.employment_id | location_id → ops_location.location_id | shift_assignment_id → ops_shift_assignment.shift_assignment_id [DEFERRED:EXTENSION_PACK:SHIFT_AND_WORKFORCE] | role_id → ops_role.role_id | station_id → ops_station.station_id [DEFERRED:EXTENSION_PACK:SHIFT_AND_WORKFORCE],,v_hr_timesheet_entry_current,timesheet_sync_batch_id + source_entry_id,,,,clock_out_at IS NULL OR clock_in_at IS NULL OR clock_out_at >= clock_in_at,"同一幂等批次内 (timesheet_sync_batch_id, source_entry_id) 唯一；完全相同输入重跑会复用批次，因此总行数不增长。来源同一 entry 后续被更正时，新 payload_sha256 产生新批次，由只读 current 视图按来源系统、source_entry_id 和获准批次选版。"
scm,原料、库存、补货、采购与收货,scm_material_unit_conversion,物料单位换算,版本化维护某种原料或包材在采购包装、配方用量和库存基础单位之间的可审核换算。,原料 × 起始单位 × 目标单位 × 生效区间一行,供应链主数据审核,BakeryOps | 财务网站 | 分析/BI,供应商规格、称量验证或批准的成本卡迁移,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,DRAFT_MUTABLE_THEN_FROZEN,草稿可编辑；发布、发送或生效后冻结并新建版本,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,版本化维护某种原料或包材在采购包装、配方用量和库存基础单位之间的可审核换算。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,永久保留；新规格创建新生效区间，不覆盖旧系数,material_unit_conversion_id,material_id → scm_material.material_id | from_unit_id → app_unit.unit_id | to_unit_id → app_unit.unit_id | source_system_id → app_source_system.source_system_id | verified_by_user_id → app_user.user_id | created_by_user_id → app_user.user_id,cost_card_recipe_component.material_unit_conversion_id | scm_inventory_count_line.material_unit_conversion_id | scm_purchase_order_line.material_unit_conversion_id | scm_supplier_item.material_unit_conversion_id | scm_supplier_price_observation.material_unit_conversion_id,v_scm_supplier_item_current_mapping | v_scm_supplier_price_current | v_cost_card_recipe_expanded,material_id + from_unit_id + to_unit_id + valid_from,,,"NO_OVERLAP(material_id, from_unit_id, to_unit_id, tstzrange(valid_from, valid_to, '[)')) WHERE status = 'VERIFIED'",from_unit_id <> to_unit_id | valid_to IS NULL OR valid_to > valid_from | status <> 'VERIFIED' OR verified_at IS NOT NULL,kg↔g 等全局线性换算由 app_unit 管理；CASE、BAG 等与具体物料规格相关的换算必须在本表核验。PENDING 可补证据；VERIFIED、REJECTED 或 RETIRED 后冻结，包装变化新增生效区间。
scm,原料、库存、补货、采购与收货,scm_supplier,供应商主数据,维护供应商稳定身份、采购币种、付款条件和状态。,一个法律或经营供应商一行,供应链主数据流程,BakeryOps | 财务网站 | 分析/BI,采购合同和人工审核,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,CONTROLLED_UPDATE,主数据允许受权限、审计和并发控制的更新,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,维护供应商稳定身份、采购币种、付款条件和状态。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,永久保留；停用不删除,supplier_id,created_by_user_id → app_user.user_id,finance_order_logistics_line.supplier_id | finance_supplier_purchase_monthly.supplier_id | scm_purchase_order_revision.supplier_id | scm_supplier_item.supplier_id,v_scm_supplier_item_current_mapping | v_scm_supplier_price_current,supplier_code,,,,,
scm,原料、库存、补货、采购与收货,scm_supplier_item,供应商商品,以版本行维护供应商 SKU、对应统一物料、包装换算、MOQ和商业条件；规格变化新增版本，不再拆一张一对一映射表。,供应商 × 外部SKU × 生效版本一行,供应链主数据流程,BakeryOps | 财务网站 | 分析/BI,供应商目录和人工审核,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,DRAFT_MUTABLE_THEN_FROZEN,草稿可编辑；发布、发送或生效后冻结并新建版本,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,PARTIAL_FIELDS_DERIVED_IN_VIEW,base_unit_quantity -> material unit conversion,R6_MERGE_INTO: each row is an effective-dated supplier SKU/material/package version; no separate mapping table,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_KEEP_PLUS_MERGED_R5_OBJECT,以版本行维护供应商 SKU、对应统一物料、包装换算、MOQ和商业条件；规格变化新增版本，不再拆一张一对一映射表。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,永久保留；映射或包装变化新增生效区间，不覆盖旧映射,supplier_item_id,supplier_id → scm_supplier.supplier_id | supersedes_supplier_item_id → scm_supplier_item.supplier_item_id | order_unit_id → app_unit.unit_id | material_id → scm_material.material_id | material_unit_conversion_id → scm_material_unit_conversion.material_unit_conversion_id | confirmed_by_user_id → app_user.user_id | created_by_user_id → app_user.user_id,scm_purchase_order_line.supplier_item_id | scm_replenishment_line.supplier_item_id | scm_supplier_item.supersedes_supplier_item_id | scm_supplier_item_mapping_review.supplier_item_id | scm_supplier_price_observation.supplier_item_id,v_scm_replenishment_trace | v_scm_supplier_item_current_mapping | v_scm_supplier_price_current,supplier_id + supplier_sku + valid_from,,,"NO_OVERLAP(supplier_id, supplier_sku, tstzrange(valid_from, valid_to, '[)')) WHERE mapping_status = 'CONFIRMED'",valid_to IS NULL OR valid_to > valid_from | mapping_status <> 'CONFIRMED' OR (material_id IS NOT NULL AND confirmed_at IS NOT NULL),R6 将目录与其一对一物料/包装版本合并；同一 supplier_sku 规格变化时新增 supplier_item_id 并通过 supersedes 连接，禁止覆盖旧版本。每订购单位基础量不重复保存：order_unit_id 等于物料基础单位时派生为 1，否则由 material_unit_conversion_id 指向的已冻结系数计算。受控确认函数必须验证单位方向与 material_id 一致。
scm,原料、库存、补货、采购与收货,scm_supplier_item_mapping_review,供应商商品映射审核,处理供应商 SKU 无法唯一映射到 material_id 的候选和证据。,一个供应商SKU的一次待审核问题一行,供应链主数据审核,BakeryOps | 财务网站,目录匹配质量检查,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,目标结构已设计，但当前未确认生产写入者；模块获批时才实施,CONTROLLED_WORKFLOW,只允许批准的状态机迁移并记录操作者和时间,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,处理供应商 SKU 无法唯一映射到 material_id 的候选和证据。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,永久保留审核结论,supplier_item_mapping_review_id,supplier_item_id → scm_supplier_item.supplier_item_id | candidate_material_id → scm_material.material_id | reviewed_by_user_id → app_user.user_id | created_by_user_id → app_user.user_id,,,,,,,,OPEN 阶段允许补充候选证据；APPROVED、REJECTED 或 DEFERRED 后冻结结论。批准动作创建新的有效 scm_supplier_item 版本，不覆盖旧版本。
scm,原料、库存、补货、采购与收货,scm_inventory_count,库存盘点单,记录某地点某时点的一次完整或抽样盘点及批准状态。,地点 × 盘点时点 × 一次盘点一行,仓库或门店库存流程,BakeryOps | 财务网站 | 分析/BI,人工盘点、WMS或导入,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,目标结构已设计，但当前未确认生产写入者；模块获批时才实施,CONTROLLED_UPDATE,主数据允许受权限、审计和并发控制的更新,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,记录某地点某时点的一次完整或抽样盘点及批准状态。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,业务存续期内保留；归档规则在实施前确认,inventory_count_id,location_id → ops_location.location_id | source_system_id → app_source_system.source_system_id | approved_by_user_id → app_user.user_id | created_by_user_id → app_user.user_id,scm_inventory_count_line.inventory_count_id | scm_inventory_movement.inventory_count_id,v_scm_inventory_balance,count_code,,,,,
scm,原料、库存、补货、采购与收货,scm_inventory_count_line,库存盘点行,保存盘点时每种原料的实盘数量、批次和效期。,盘点单 × 原料 × 可选批号一行,仓库或门店库存流程,BakeryOps | 财务网站 | 分析/BI,盘点记录,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,目标结构已设计，但当前未确认生产写入者；模块获批时才实施,APPEND_ONLY,写入后不可修改；更正追加新事实或冲销事件,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,保存盘点时每种原料的实盘数量、批次和效期。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,业务存续期内保留；归档规则在实施前确认,inventory_count_line_id,inventory_count_id → scm_inventory_count.inventory_count_id | material_id → scm_material.material_id | raw_unit_id → app_unit.unit_id | material_unit_conversion_id → scm_material_unit_conversion.material_unit_conversion_id,,v_scm_inventory_balance,inventory_count_id + material_id + lot_code [NULLS NOT DISTINCT：空值也参与去重],inventory_count_id + material_id + lot_code,,,,raw_quantity/raw_unit 保留来源原值，counted_quantity 是按当次批准换算与舍入规则形成、随后用于库存调整的正式基础单位数量；它属于获批盘点结果而非随当前换算表变化的缓存。conversion_factor_snapshot 让两者可核对。
