project,project_code,current_object,static_access_evidence,runtime_or_script_reference_count,top_files,target_contract,compatibility_rule,migration_risk,project_target_write_boundary,project_boundary,evidence_limit
财务网站,finance_web,cost_card_item_price,READ + WRITE,5,api/cost-items.js (4) | api/cost-dashboard.js (1),scm_supplier_price_observation | cost_card_material_price,成本API先读确定性当前价视图并影子核对；显示MIGRATED_MANUAL/ESTIMATED质量，实际收货价批准后创建新区间。,CRITICAL,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,cost_card_recipe,READ + WRITE + AMBIGUOUS,48,api/cost-cards.js (33) | api/cost-items.js (13) | api/cost-dashboard.js (1) | js/cost-card.js (1),cost_card_recipe_version,财务成本API按recipe_version_id写读，旧recipe字段由兼容视图提供；104/99+185/171=289/270与版本边界必须逐行核对。,CRITICAL,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,cost_card_recipe_item,READ + WRITE,30,api/cost-cards.js (20) | api/cost-items.js (10),cost_card_recipe_component,成本计算影子运行逐产品核对组件数、单位成本与门禁1527定位/0孤儿/0环。,CRITICAL,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,daily_revenue,READ + WRITE + AMBIGUOUS,19,api/_lib/import-batch.js (6) | sql/finance-import-load.js (6) | api/sales.js (4) | api/finance.js (2) | api/upload.js (1),pos_sales_day | finance_sales_daily,两个写者分别切换；旧daily_revenue只读兼容视图不能接受ON CONFLICT写入。,CRITICAL,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,finance_cashflow,READ + WRITE + AMBIGUOUS,12,scripts/import-cashflow.js (5) | sql/finance-import-load.js (5) | api/finance.js (1) | api/upload.js (1),finance_import_batch | finance_cashflow_line,财务页面切新表并保留旧字段适配。,MEDIUM,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,finance_expense,READ + WRITE + AMBIGUOUS,8,sql/finance-import-load.js (5) | api/finance.js (1) | api/upload.js (1) | js/engine.js (1),finance_import_batch | finance_monthly_cost_line,财务损益查询只读v_finance_import_batch_current选中的获准批次和认可会计处理。,MEDIUM,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,finance_expense_raw,READ + WRITE + AMBIGUOUS,4,sql/load2.js (3) | api/finance.js (1),finance_import_batch | finance_monthly_cost_line,兼容查询必须显式选择raw、management或posted层；默认利润表不得汇总RAW_SOURCE。,HIGH,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,finance_item_sales,READ + WRITE + AMBIGUOUS,7,sql/finance-import-load.js (5) | api/finance.js (1) | api/upload.js (1),finance_item_sales_monthly,财务单品页切换到新表。,MEDIUM,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,finance_labor,READ + WRITE + AMBIGUOUS,8,sql/finance-import-load.js (5) | api/finance.js (1) | api/upload.js (1) | js/engine.js (1),finance_monthly_cost_line,新财务页面默认不读旧口径，仅历史兜底。,HIGH,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,finance_labor_detail,READ + WRITE + AMBIGUOUS,10,api/_lib/import-batch.js (3) | sql/load2.js (3) | scripts/import-labor-v2.js (2) | api/finance.js (1) | api/upload.js (1),finance_import_batch | finance_monthly_cost_line,财务人工成本页面读新月成本行。,MEDIUM,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,finance_material,READ + WRITE + AMBIGUOUS,7,sql/finance-import-load.js (5) | api/finance.js (1) | api/upload.js (1),finance_import_batch | finance_monthly_cost_line,财务材料成本页面读新月成本行。,MEDIUM,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,finance_order_base,READ + WRITE + AMBIGUOUS,7,sql/finance-import-load.js (5) | api/finance.js (1) | api/upload.js (1),finance_monthly_metric,摊销公式改读metric_code。,MEDIUM,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,finance_orders,READ + WRITE + AMBIGUOUS,9,sql/finance-import-load.js (5) | api/_lib/import-batch.js (2) | api/finance.js (1) | api/upload.js (1),finance_order_logistics_line,财务物流页切新历史事实；旧列名兼容查询只从明确目标字段投影。,MEDIUM,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,finance_period_map,READ + AMBIGUOUS,17,js/engine.js (13) | js/render.js (2) | api/finance.js (1) | js/io.js (1),finance_period_category_map,损益计算只读ACTIVE有效规则。,MEDIUM,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,finance_pl_metrics,READ + WRITE + AMBIGUOUS,5,sql/load2.js (3) | api/finance.js (1) | js/engine.js (1),finance_monthly_metric,财务利润表改读标准月指标。,MEDIUM,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,finance_revenue_daily,READ + WRITE + AMBIGUOUS,9,api/_lib/import-batch.js (4) | api/sales.js (2) | api/upload.js (2) | api/finance.js (1),finance_import_batch | finance_sales_daily,财务销售模板只写finance_sales_daily；比例只从同批原值派生。,HIGH,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,finance_stock,READ + WRITE + AMBIGUOUS,13,sql/finance-import-load.js (6) | sql/load2.js (5) | api/finance.js (1) | api/upload.js (1),finance_inventory_snapshot_line,财务库存页切新表；正式单位换算必须等来源单位确认并建立物料单位换算。,MEDIUM,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,finance_stock_flow,READ + WRITE + AMBIGUOUS,4,sql/load2.js (3) | api/finance.js (1),finance_inventory_flow_line,财务进销存查询切新表。,MEDIUM,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,finance_store,READ,2,api/_lib/store-scope.js (2),ops_location | ops_location_source_identity,财务所有store参数改为location_id；保留显示名。,CRITICAL,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,finance_supplier_orders,READ + WRITE + AMBIGUOUS,4,sql/load2.js (3) | api/finance.js (1),finance_supplier_purchase_monthly,财务供应商采购页切新表。,MEDIUM,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,finance_targets,READ + WRITE + AMBIGUOUS,10,sql/finance-import-load.js (5) | api/_lib/import-batch.js (3) | api/finance.js (1) | api/upload.js (1),finance_target,财务目标页创建新版本而非覆盖。,MEDIUM,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,item_hourly_sales,READ + AMBIGUOUS,6,api/sales.js (4) | sql/alias.js (1) | sql/load2.js (1),pos_ingest_batch | pos_product_listing | pos_item_sales_hour,res_api全量与日中同步都必须写listing_id、location_id和幂等批次。,CRITICAL,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,item_waste,READ,2,api/finance.js (2),pos_item_waste | v_pos_item_waste_current | v_pos_item_waste_mapped,res_api写新报废表；下游只读 current/mapped 视图并把来源金额与派生成本损失分开展示。,HIGH,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,pos_product,READ + AMBIGUOUS,5,api/sales.js (5),pos_product_listing | pos_product_mapping | ops_product,res_api只写 listing 当前目录；产品主数据流程写 mapping；来源成本字段仅用于核对。,CRITICAL,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,product,AMBIGUOUS,35,js/cost-card.js (18) | api/_lib/cost-card-policy.js (5) | api/cost-dashboard.js (4) | api/cost-items.js (3) | sql/transform2.js (3) | api/cost-cards.js (1) | js/vendor/xlsx.full.min.js (1),ops_product | ops_business_rule | v_pos_item_sales_day | v_ops_timeslot_sales_baseline,BakeryOps产品API改用 product_id；地点策略按发生时有效的业务规则版本读取，实际销售比例和基线只读视图，规则参考价不能当成交价。,CRITICAL,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,schema_migrations,READ + WRITE + AMBIGUOUS,5,scripts/apply-migrations.js (5),app_schema_migration,"四个仓库使用(repository_code,migration_version)唯一键。",CRITICAL,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,v_cost_card_current_cost,READ,10,api/cost-cards.js (4) | api/cost-dashboard.js (4) | api/cost-items.js (2),v_cost_card_product_cost_quality,财务成本页面切新视图。,MEDIUM,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,v_cost_card_data_quality,READ,2,api/cost-cards.js (1) | api/cost-dashboard.js (1),v_cost_card_product_cost_quality | v_app_data_quality_summary,旧字段兼容后逐步下线。,MEDIUM,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
财务网站,finance_web,v_cost_card_price_current_normalized,READ,8,api/cost-items.js (5) | api/cost-cards.js (3),v_cost_card_material_price_current,成本计算切新视图。,MEDIUM,finance_*、cost_card_*、app_user / app_role / app_audit_event,财务导入事实不得反写覆盖 POS；成本卡采用价与供应商原始报价分开；所有地点和产品使用稳定 ID。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
HBTI 活动网站,hbti_web,fact_hbti_response,READ + WRITE + AMBIGUOUS,6,src/lib/store/pg-completion-store.ts (5) | src/lib/store/completion-store.ts (1),mkt_campaign_version | mkt_campaign_member | mkt_survey_question | mkt_survey_response | mkt_survey_answer | mkt_survey_result,HBTI先双写作答与结果，逐次核对1 full + 6 result-only、0个伪造答案、6个非来源migration anchor、result_code和真实答案input_sha256。,HIGH,mkt_campaign_*、mkt_survey_*、mkt_reward_*；受控一次性令牌,不得再把活动当前状态写回 pos_member；不得复制会员手机号到营销事实表。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
HBTI 活动网站,hbti_web,hbti_auth_token,READ + WRITE + AMBIGUOUS,12,src/lib/auth/pg-auth-store.ts (11) | src/lib/store/pg-completion-store.ts (1),app_one_time_token,HBTI链接服务在明确维护窗口切换验证入口；旧表仅短期只读用于撤销核查，过期后按保留策略清理。,HIGH,mkt_campaign_*、mkt_survey_*、mkt_reward_*；受控一次性令牌,不得再把活动当前状态写回 pos_member；不得复制会员手机号到营销事实表。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
HBTI 活动网站,hbti_web,hbti_gift_stock,READ + WRITE,5,src/lib/store/gift-pool.ts (4) | src/lib/completion/complete-hbti.ts (1),mkt_reward | mkt_reward_stock | mkt_reward_claim | v_mkt_reward_stock_reconciliation,HBTI库存扣减改为原子版本锁；库存核对只汇总reward_stock_id非空的claim，stockless外部履约不进入库存核对，REDEEMED只证明发放不证明POS消费。,CRITICAL,mkt_campaign_*、mkt_survey_*、mkt_reward_*；受控一次性令牌,不得再把活动当前状态写回 pos_member；不得复制会员手机号到营销事实表。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
HBTI 活动网站,hbti_web,hbti_rate_limit,WRITE + AMBIGUOUS,5,src/lib/rate-limit/pg-rate-limit.ts (3) | src/lib/rate-limit/auth-rate-limit.ts (1) | src/lib/store/pg-completion-store.ts (1),app_rate_limit_event,短期允许旧桶自然过期。,LOW,mkt_campaign_*、mkt_survey_*、mkt_reward_*；受控一次性令牌,不得再把活动当前状态写回 pos_member；不得复制会员手机号到营销事实表。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
HBTI 活动网站,hbti_web,pos_member,READ + WRITE + AMBIGUOUS,23,src/lib/store/pg-completion-store.ts (18) | src/lib/store/completion-store.ts (2) | src/lib/auth/pg-auth-store.ts (1) | src/lib/completion/complete-hbti.ts (1) | src/lib/db/postgres.ts (1),pos_member | pos_member_contact | pos_member_card | pos_member_balance_snapshot | v_pos_member_state_current | mkt_campaign_member | mkt_survey_response | mkt_survey_result | mkt_reward_claim,res_api只写POS会员域，HBTI只写mkt域；6条result-only使用非来源migration anchor，旧状态只作核对证据，不再双写会员主档。,CRITICAL,mkt_campaign_*、mkt_survey_*、mkt_reward_*；受控一次性令牌,不得再把活动当前状态写回 pos_member；不得复制会员手机号到营销事实表。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
HBTI 活动网站,hbti_web,product,AMBIGUOUS,1,src/lib/auth/countries.ts (1),ops_product | ops_business_rule | v_pos_item_sales_day | v_ops_timeslot_sales_baseline,BakeryOps产品API改用 product_id；地点策略按发生时有效的业务规则版本读取，实际销售比例和基线只读视图，规则参考价不能当成交价。,CRITICAL,mkt_campaign_*、mkt_survey_*、mkt_reward_*；受控一次性令牌,不得再把活动当前状态写回 pos_member；不得复制会员手机号到营销事实表。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
HBTI 活动网站,hbti_web,staff,AMBIGUOUS,1,src/content/ui.ts (1),hr_person | hr_person_contact | hr_employment | hr_employment_source_identity | hr_employment_mapping_review | app_user | app_user_role | app_user_location_scope,班表和工时只用employment_id；通知按app_user.notification_subscription_codes，权限按user_role+location_scope；未确认员工映射进入BLOCKER。,CRITICAL,mkt_campaign_*、mkt_survey_*、mkt_reward_*；受控一次性令牌,不得再把活动当前状态写回 pos_member；不得复制会员手机号到营销事实表。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
RES/POS 抓取与同步,res_api,daily_breakdown,READ + WRITE + AMBIGUOUS,18,sync-to-db.js (15) | sync-member.mjs (3),pos_daily_breakdown | v_pos_daily_breakdown_current,res_api改写新表；财务查询使用治理 current 视图，任何比例必须同时显示分子和分母。,HIGH,pos_ingest_batch、pos_product_listing、pos_sales_*、pos_item_*、pos_member_*,只忠实记录来源，不自行创造 product_id；企业产品映射必须走 pos_product_mapping 的确认流程。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
RES/POS 抓取与同步,res_api,daily_revenue,READ + WRITE + AMBIGUOUS,43,sync-to-db.js (19) | backfill-gross-sales.mjs (8) | fix-revenue-net.mjs (4) | lib/daily-revenue-resolver.js (3) | lib/capture-wait.js (2) | apply-translations.js (1) | lib/daily-queries.js (1) | lib/zero-day.js (1),pos_sales_day | finance_sales_daily,两个写者分别切换；旧daily_revenue只读兼容视图不能接受ON CONFLICT写入。,CRITICAL,pos_ingest_batch、pos_product_listing、pos_sales_*、pos_item_*、pos_member_*,只忠实记录来源，不自行创造 product_id；企业产品映射必须走 pos_product_mapping 的确认流程。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
RES/POS 抓取与同步,res_api,daily_sales_record,AMBIGUOUS,7,_backfill-item-key.mjs (2) | sync-to-db.js (2) | lib/daily-freshness.js (1) | lib/daily-queries.js (1) | lib/step-runner.js (1),v_pos_item_sales_day,在调用方切换期提供旧列名兼容视图。,MEDIUM,pos_ingest_batch、pos_product_listing、pos_sales_*、pos_item_*、pos_member_*,只忠实记录来源，不自行创造 product_id；企业产品映射必须走 pos_product_mapping 的确认流程。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
RES/POS 抓取与同步,res_api,hourly_sales_summary,WRITE + AMBIGUOUS,7,sync-to-db.js (4) | apply-translations.js (1) | lib/daily-queries.js (1) | lib/step-runner.js (1),pos_sales_hour | v_pos_sales_hour_current,res_api改写新小时表；分析只读 current 视图，source_guest_count 不得标成进店客流。,CRITICAL,pos_ingest_batch、pos_product_listing、pos_sales_*、pos_item_*、pos_member_*,只忠实记录来源，不自行创造 product_id；企业产品映射必须走 pos_product_mapping 的确认流程。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
RES/POS 抓取与同步,res_api,item_hourly_sales,READ + WRITE + AMBIGUOUS,27,sync-to-db.js (11) | scrape-intraday.mjs (6) | _backfill-item-key.mjs (2) | apply-translations.js (1) | intraday-refresh.sh (1) | lib/daily-freshness.js (1) | lib/daily-queries.js (1) | lib/step-runner.js (1),pos_ingest_batch | pos_product_listing | pos_item_sales_hour,res_api全量与日中同步都必须写listing_id、location_id和幂等批次。,CRITICAL,pos_ingest_batch、pos_product_listing、pos_sales_*、pos_item_*、pos_member_*,只忠实记录来源，不自行创造 product_id；企业产品映射必须走 pos_product_mapping 的确认流程。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
RES/POS 抓取与同步,res_api,item_last_sale,READ + WRITE + AMBIGUOUS,8,sync-to-db.js (6) | _backfill-item-key.mjs (1) | run-refresh.mjs (1),ops_stockout_event,断货检测改用索引查询和确认事件。,MEDIUM,pos_ingest_batch、pos_product_listing、pos_sales_*、pos_item_*、pos_member_*,只忠实记录来源，不自行创造 product_id；企业产品映射必须走 pos_product_mapping 的确认流程。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
RES/POS 抓取与同步,res_api,item_waste,READ + WRITE + AMBIGUOUS,11,sync-to-db.js (7) | _backfill-item-key.mjs (1) | lib/daily-queries.js (1) | lib/step-runner.js (1) | scrape-item-last-sale.mjs (1),pos_item_waste | v_pos_item_waste_current | v_pos_item_waste_mapped,res_api写新报废表；下游只读 current/mapped 视图并把来源金额与派生成本损失分开展示。,HIGH,pos_ingest_batch、pos_product_listing、pos_sales_*、pos_item_*、pos_member_*,只忠实记录来源，不自行创造 product_id；企业产品映射必须走 pos_product_mapping 的确认流程。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
RES/POS 抓取与同步,res_api,pos_member,AMBIGUOUS,14,sync-member.mjs (5) | lib/pii-guard.js (4) | scrape-member-snapshot.mjs (2) | lib/member-map.js (1) | scrape-member-flows.mjs (1) | sync-to-db.js (1),pos_member | pos_member_contact | pos_member_card | pos_member_balance_snapshot | v_pos_member_state_current | mkt_campaign_member | mkt_survey_response | mkt_survey_result | mkt_reward_claim,res_api只写POS会员域，HBTI只写mkt域；6条result-only使用非来源migration anchor，旧状态只作核对证据，不再双写会员主档。,CRITICAL,pos_ingest_batch、pos_product_listing、pos_sales_*、pos_item_*、pos_member_*,只忠实记录来源，不自行创造 product_id；企业产品映射必须走 pos_product_mapping 的确认流程。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
RES/POS 抓取与同步,res_api,pos_member_card_txn,READ + AMBIGUOUS,10,sync-member.mjs (4) | lib/member-map.js (2) | scrape-member-order-item.mjs (2) | _probe-order-items.mjs (1) | scrape-member-flows.mjs (1),pos_member_card_transaction,res_api写新交易表；UNKNOWN 类型进入质量视图，不拒绝原始事实；会员归属统一由 v_pos_order_member_attribution 派生。total_amount、trade_amount 和商品 net_sales 是三种不同口径。,CRITICAL,pos_ingest_batch、pos_product_listing、pos_sales_*、pos_item_*、pos_member_*,只忠实记录来源，不自行创造 product_id；企业产品映射必须走 pos_product_mapping 的确认流程。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
RES/POS 抓取与同步,res_api,pos_member_daily,READ + AMBIGUOUS,11,sync-member.mjs (5) | lib/member-map.js (3) | run-refresh.mjs (1) | scrape-member-flows.mjs (1) | scrape-member-trends.mjs (1),pos_member_daily_metric | v_pos_member_daily_summary,会员日报统一读 v_pos_member_daily_summary，并同时展示来源分母比率与 POS 分母比率。,CRITICAL,pos_ingest_batch、pos_product_listing、pos_sales_*、pos_item_*、pos_member_*,只忠实记录来源，不自行创造 product_id；企业产品映射必须走 pos_product_mapping 的确认流程。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
RES/POS 抓取与同步,res_api,pos_member_order_item,WRITE + AMBIGUOUS,3,scrape-member-order-item.mjs (3),pos_order | pos_order_item | v_pos_member_order_item,RES 改为整批不可变快照写入；旧表依赖 ON CONFLICT，不能用普通兼容视图承接写入，需维护窗口切换。HBTI/报表只读 v_pos_member_order_item。,CRITICAL,pos_ingest_batch、pos_product_listing、pos_sales_*、pos_item_*、pos_member_*,只忠实记录来源，不自行创造 product_id；企业产品映射必须走 pos_product_mapping 的确认流程。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
RES/POS 抓取与同步,res_api,pos_product,READ + WRITE + AMBIGUOUS,7,_backfill-item-key.mjs (4) | sync-catalog.mjs (3),pos_product_listing | pos_product_mapping | ops_product,res_api只写 listing 当前目录；产品主数据流程写 mapping；来源成本字段仅用于核对。,CRITICAL,pos_ingest_batch、pos_product_listing、pos_sales_*、pos_item_*、pos_member_*,只忠实记录来源，不自行创造 product_id；企业产品映射必须走 pos_product_mapping 的确认流程。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
RES/POS 抓取与同步,res_api,timeslot_sales_record,AMBIGUOUS,6,sync-to-db.js (2) | lib/daily-freshness.js (1) | lib/daily-queries.js (1) | lib/step-runner.js (1) | sync-member.mjs (1),v_ops_timeslot_sales_baseline,预测调用改用稳定ID。,MEDIUM,pos_ingest_batch、pos_product_listing、pos_sales_*、pos_item_*、pos_member_*,只忠实记录来源，不自行创造 product_id；企业产品映射必须走 pos_product_mapping 的确认流程。,静态文本扫描线索，不等于运行时调用证明；切换前需契约测试和生产日志核对。
